step,phase,main_learning_rate,relation_encoder_learning_rate,loss,fact_supcon_loss,relation_ce_loss,relation_supcon_loss,entity_ce_loss,template_adversary_loss,gradient_norm,validation_gate_count,validation_relation_head,validation_relation_probe,validation_relation_template_margin,validation_centroid_top1,validation_row_1nn,validation_mrr,validation_fact_template_margin,validation_fact_silhouette,validation_entity_probe,validation_template_probe
700,joint,0.0005969369490868042,0.0005969369490868042,1.3438605070114136,0.6972414255142212,0.03718465194106102,1.7936676740646362,0.8945918083190918,1.807496428489685,0.1628357470035553,6,0.8333333134651184,0.8333333134651184,0.37586088165213977,0.8020833333333334,0.8020833333333334,0.8417394815832315,0.6585336327552795,0.7593583464622498,0.9479166865348816,0.7361111044883728
750,joint,0.0005423881197579144,0.0005423881197579144,1.324391484260559,0.6971203088760376,0.03135957196354866,1.7931236028671265,0.8158339858055115,1.7959976196289062,0.15590086579322815,6,0.8333333134651184,0.8333333134651184,0.3739193427726301,0.8020833333333334,0.7916666666666666,0.8356158309283309,0.6339169889688492,0.7539960741996765,0.9583333134651184,0.7777777910232544
800,joint,0.0004873247560756324,0.0004873247560756324,1.324986457824707,0.6973384618759155,0.02926572598516941,1.7926101684570312,0.8249917030334473,1.7898966073989868,0.16118153929710388,5,0.8333333134651184,0.8333333134651184,0.388838380111459,0.78125,0.78125,0.835732501234146,0.6558464765548706,0.76181560754776,0.9479166865348816,0.6944444179534912
850,joint,0.0004324152526842517,0.0004324152526842517,1.305688500404358,0.6989295482635498,0.02987351454794407,1.7927601337432861,0.7189974784851074,1.7894126176834106,0.16212071478366852,5,0.8333333134651184,0.8333333134651184,0.3854945231231492,0.7916666666666666,0.7916666666666666,0.8395837802087801,0.6612811386585236,0.7648904323577881,0.9583333134651184,0.7638888955116272
900,joint,0.0003783261365725592,0.0003783261365725592,1.297987937927246,0.6997206211090088,0.025994138792157173,1.7923434972763062,0.6850030422210693,1.7960196733474731,0.20207670331001282,6,0.8333333134651184,0.8333333134651184,0.3914680301942604,0.8020833333333334,0.8020833333333334,0.8402803215303215,0.6454460620880127,0.7642270922660828,0.9479166865348816,0.7222222089767456
950,joint,0.0003257139763390925,0.0003257139763390925,1.2920485734939575,0.6953789591789246,0.026853224262595177,1.7923787832260132,0.6754177212715149,1.7936729192733765,0.13970313966274261,6,0.8333333134651184,0.8333333134651184,0.3905789023682397,0.8020833333333334,0.7916666666666666,0.8406692555130055,0.6420093923807144,0.7641530632972717,0.9479166865348816,0.5555555820465088
1000,joint,0.000275217412338765,0.000275217412338765,1.2773303985595703,0.6959542036056519,0.02593020349740982,1.793351411819458,0.6000903248786926,1.794456958770752,0.1310189664363861,6,0.8333333134651184,0.8333333134651184,0.3891905488918484,0.8020833333333334,0.7916666666666666,0.8411678066694513,0.6528866440057755,0.7662169933319092,0.9479166865348816,0.5833333134651184
1050,joint,0.00022744940445408203,0.00022744940445408203,1.2853379249572754,0.6973301768302917,0.02482590638101101,1.7923338413238525,0.6349440217018127,1.8027843236923218,0.14416265487670898,6,0.8333333134651184,0.8333333134651184,0.3846203480737232,0.8020833333333334,0.7916666666666666,0.8412727608040108,0.6540549099445343,0.7694054245948792,0.9479166865348816,0.5694444179534912
1100,joint,0.0001829897915925055,0.0001829897915925055,1.2698032855987549,0.6956493854522705,0.024317696690559387,1.7927860021591187,0.5648357272148132,1.8094124794006348,0.11591586470603943,6,0.8333333134651184,0.8333333134651184,0.390350511731554,0.8020833333333334,0.7916666666666666,0.8420490145819093,0.6550125181674957,0.7689366340637207,0.9479166865348816,0.5694444179534912
1150,joint,0.00014237825322758736,0.00014237825322758736,1.267763376235962,0.6949520111083984,0.023616021499037743,1.7928125858306885,0.5644223093986511,1.791124939918518,0.10679880529642105,6,0.8333333134651184,0.8333333134651184,0.3837003309803549,0.8020833333333334,0.7916666666666666,0.8422384085213032,0.6552248299121857,0.7700405120849609,0.9479166865348816,0.5138888955116272
1200,joint,0.00010610775842122971,0.00010610775842122971,1.2635817527770996,0.6950130462646484,0.021565325558185577,1.7924439907073975,0.5507113337516785,1.7830995321273804,0.11052920669317245,6,0.8333333134651184,0.8333333134651184,0.3812992057950598,0.8020833333333334,0.7916666666666666,0.8432222048175996,0.6585560739040375,0.7713072896003723,0.9479166865348816,0.6111111044883728
1250,joint,7.461858184706777e-05,7.461858184706777e-05,1.265605092048645,0.69512939453125,0.022912578657269478,1.792410135269165,0.5526762008666992,1.8000401258468628,0.11201837658882141,6,0.8333333134651184,0.8333333134651184,0.3800294464560769,0.8020833333333334,0.7916666666666666,0.8412508544087491,0.6565388888120651,0.7710344195365906,0.9479166865348816,0.5555555820465088
1300,joint,4.829295945234258e-05,4.829295945234258e-05,1.2690904140472412,0.6966540217399597,0.02264234982430935,1.7921713590621948,0.5646233558654785,1.7951256036758423,0.1430671215057373,6,0.8333333134651184,0.8333333134651184,0.3789503520266509,0.8020833333333334,0.7916666666666666,0.8414823358902307,0.6531084477901459,0.7709216475486755,0.9479166865348816,0.4861111044883728
1350,joint,2.7450448631293034e-05,2.7450448631293034e-05,1.2704063653945923,0.6971074342727661,0.022469565272331238,1.7921569347381592,0.5718702673912048,1.7851735353469849,0.11916672438383102,6,0.8333333134651184,0.8333333134651184,0.383193743998547,0.8020833333333334,0.7916666666666666,0.8416270118161565,0.6549780964851379,0.7710204124450684,0.9479166865348816,0.4861111044883728
1400,joint,1.2344049231273301e-05,1.2344049231273301e-05,1.2640498876571655,0.6957879066467285,0.020909493789076805,1.7922563552856445,0.543648898601532,1.8125234842300415,0.12237445265054703,6,0.8333333134651184,0.8333333134651184,0.3833439330919646,0.8020833333333334,0.7916666666666666,0.8416270118161565,0.6535279303789139,0.7708242535591125,0.9479166865348816,0.5277777910232544
1450,joint,3.1571324773286282e-06,3.1571324773286282e-06,1.2692383527755737,0.6956082582473755,0.022408729419112206,1.7923831939697266,0.5702670216560364,1.7979148626327515,0.11510252952575684,6,0.8333333134651184,0.8333333134651184,0.3836023924057372,0.8020833333333334,0.7916666666666666,0.8414823358902307,0.6538992673158646,0.7710091471672058,0.9479166865348816,0.5416666865348816
1500,joint,1.2150939247002058e-09,1.2150939247002058e-09,1.2623924016952515,0.6957052946090698,0.0223968718200922,1.7921829223632812,0.534123420715332,1.8045495748519897,0.11247144639492035,6,0.8333333134651184,0.8333333134651184,0.38373863556836213,0.8020833333333334,0.7916666666666666,0.8414823358902307,0.6540687084197998,0.7710595726966858,0.9479166865348816,0.5416666865348816
