variant,exact_q3_baseline,best_step,validation_gate_count,development_gate_count,development_ready_for_confirmation,development_relation_head,development_relation_probe,development_relation_template_margin,development_centroid_top1,development_row_1nn,development_mrr,development_fact_silhouette,development_fact_template_margin,development_entity_probe,development_template_probe,fusion_entity_norm,fusion_relation_norm,fusion_interaction_norm,fusion_entity_scale,fusion_relation_scale,fusion_interaction_scale
R0,True,700,6,4,False,0.6145833134651184,0.5989583134651184,0.26170539450216523,0.6041666666666666,0.59375,0.7558246150446025,0.5454596281051636,0.5173557847738266,0.9583333134651184,0.5,1.5997992753982544,1.0595197677612305,0.18223541975021362,1.0,1.0,1.0
R1,False,1200,6,3,False,0.65625,0.6614583134651184,0.10953881351210673,0.703125,0.703125,0.812173240760823,0.5963402390480042,0.6234993934631348,0.984375,0.4305555522441864,2.3879716396331787,1.3567143678665161,0.9896392822265625,1.0,1.0,1.0
R2,False,700,6,4,False,0.7083333134651184,0.7135416865348816,0.16742068005144206,0.6822916666666666,0.6822916666666666,0.7979680616502162,0.5813859105110168,0.621657595038414,0.9635416865348816,0.7361111044883728,2.7156009674072266,1.567826271057129,0.9203476309776306,1.0,1.0,1.0
R3,False,450,7,4,False,0.6979166865348816,0.65625,0.15130147284516995,0.6510416666666666,0.6510416666666666,0.774331180971806,0.496890127658844,0.6055686771869659,0.9114583134651184,0.9166666865348816,2.9292008876800537,1.6795544624328613,0.6851515769958496,1.0,1.0,1.0
R4,False,400,5,1,False,0.6510416865348816,0.640625,0.07453059639715151,0.609375,0.6197916666666666,0.6933636489727045,0.34694236516952515,0.3712213337421417,0.8697916865348816,0.9722222089767456,1.023898959159851,0.7380571365356445,0.05311504378914833,1.0124731063842773,0.9876477122306824,1.0040943622589111
