cycle,private_ce,paraphrase_kl,contrastive_loss,public_kl,public_residual_loss,private_gradient_norm,private_public_gradient_cosine,learning_rate,elapsed_seconds
1,13.324104309082031,0.027324039489030838,0.0,0.00013024435611441731,6.862088639536523e-07,0.0011138916015625,-0.25129562616348267,0.001,0.25797489983960986
2,10.519572257995605,0.40867847204208374,0.0,0.00014633133832830936,1.433798161087907e-06,0.0234375,0.5394451022148132,0.001,0.3911202000454068
