step,learning_rate,loss,fact_loss,relation_loss,entity_loss,template_loss,template_adversary_weight,gradient_norm,validation_row_1nn,validation_centroid_top1,validation_mrr,validation_fact_template_margin,validation_fact_silhouette,validation_relation_probe,validation_entity_probe,validation_template_probe,validation_partial_gate_count
50,0.0006666666666666666,1.7647106647491455,1.0181195735931396,1.03594970703125,2.6970059871673584,1.8167780637741089,0.0,3.432457208633423,0.84375,0.8854166666666666,0.9228587962962963,0.5023110508918762,0.39768317341804504,0.8333333134651184,0.8958333134651184,1.0,6
100,0.0009993002688846913,1.4389245510101318,0.7672680616378784,0.781447172164917,2.5768349170684814,1.8044414520263672,0.0,1.5925201177597046,0.8020833333333334,0.7604166666666666,0.8124900417869169,0.5024960041046143,0.5955774188041687,0.8333333134651184,0.90625,0.9583333134651184,6
150,0.0009933608878242154,1.263903260231018,0.718355655670166,0.4023256301879883,2.3254125118255615,1.7903226613998413,0.0,0.5049129128456116,0.7708333333333334,0.8020833333333334,0.8343524139939581,0.5381618142127991,0.6580795645713806,0.8333333134651184,0.8854166865348816,0.9861111044883728,6
200,0.0009814327739099229,1.1590449810028076,0.7035677433013916,0.2540212869644165,2.023365020751953,1.7659498453140259,0.0,0.34658634662628174,0.7916666666666666,0.7916666666666666,0.8386453823953824,0.6137097775936127,0.6880958676338196,0.8333333134651184,0.875,0.9305555820465088,6
250,0.0009636607182864827,1.1087777614593506,0.7000033259391785,0.17925243079662323,1.8646198511123657,1.7922779321670532,0.0,0.2780386805534363,0.7916666666666666,0.78125,0.8401624128186628,0.6080834865570068,0.7078835368156433,0.8333333134651184,0.8854166865348816,0.9305555820465088,6
300,0.0009402604496344984,1.0632394552230835,0.6986700892448425,0.13097353279590607,1.691873550415039,1.7973896265029907,0.0,0.2756163775920868,0.78125,0.78125,0.839728385040885,0.6167993247509003,0.7163111567497253,0.8333333134651184,0.8854166865348816,0.8194444179534912,6
350,0.0009115160155165614,1.033407211303711,0.70172518491745,0.10379806905984879,1.5546118021011353,1.7913192510604858,0.0,0.33068352937698364,0.7708333333333334,0.7708333333333334,0.8408854166666666,0.645848423242569,0.7325911521911621,0.8333333134651184,0.8854166865348816,0.8472222089767456,6
400,0.0008777763344246211,0.9695745706558228,0.6982347369194031,0.08508071303367615,1.2716184854507446,1.8064302206039429,0.0,0.25896263122558594,0.7708333333333334,0.7708333333333334,0.8298295454545453,0.593251422047615,0.7262823581695557,0.8333333134651184,0.8958333134651184,0.7777777910232544,6
450,0.0008394509603821498,0.9789973497390747,0.7056295871734619,0.07022646814584732,1.2966123819351196,1.7855995893478394,0.0,0.42695561051368713,0.8020833333333334,0.7916666666666666,0.841765873015873,0.5923779755830765,0.7333250641822815,0.8333333134651184,0.8958333134651184,0.625,6
500,0.0007970051115130965,0.9230534434318542,0.69818514585495,0.05537034198641777,1.068971037864685,1.788939356803894,0.0,0.2342456728219986,0.7916666666666666,0.7916666666666666,0.8390013186888187,0.5986185073852539,0.735611617565155,0.8333333134651184,0.8958333134651184,0.6111111044883728,6
550,0.0007509540229240601,0.9399044513702393,0.7039321660995483,0.0520641915500164,1.1277974843978882,1.7987309694290161,0.0,0.3953481614589691,0.7916666666666666,0.7916666666666666,0.8389031685906686,0.6018013805150986,0.74122554063797,0.8333333134651184,0.90625,0.6805555820465088,6
600,0.0007018566924480542,0.8912770748138428,0.6985806226730347,0.04622511938214302,0.9172571301460266,1.775998592376709,0.0,0.2638680040836334,0.7916666666666666,0.78125,0.8364293981481481,0.5913014858961105,0.7433381676673889,0.8333333134651184,0.9166666865348816,0.4722222089767456,7
650,0.0006503090951680512,0.861187219619751,0.697374701499939,0.04201607033610344,0.7770465016365051,1.7985658645629883,0.0,0.2052982747554779,0.78125,0.7916666666666666,0.8473673844537815,0.6069097220897675,0.7499644160270691,0.8333333134651184,0.9270833134651184,0.625,6
700,0.0005969369490868042,0.8593316674232483,0.6969060897827148,0.03526424989104271,0.7768636345863342,1.7974424362182617,0.0,0.16855484247207642,0.7916666666666666,0.8020833333333334,0.847089947089947,0.6122132986783981,0.7554988861083984,0.8333333134651184,0.9375,0.5,7
750,0.0005423881197579144,0.8479139804840088,0.6980078220367432,0.03514103963971138,0.7143895626068115,1.804810881614685,0.0,0.2611491084098816,0.7916666666666666,0.8020833333333334,0.8544642857142857,0.6131684482097626,0.7585299611091614,0.8333333134651184,0.9375,0.5138888955116272,6
800,0.0004873247560756324,0.824293851852417,0.6977270841598511,0.032451316714286804,0.600382387638092,1.8103485107421875,0.0,0.20792345702648163,0.7916666666666666,0.7916666666666666,0.8435843381155882,0.6042425036430359,0.7590532898902893,0.8333333134651184,0.9375,0.4166666567325592,7
850,0.0004324152526842517,0.8178058862686157,0.6959991455078125,0.02860485576093197,0.5804288983345032,1.794308066368103,0.0,0.1844022274017334,0.7916666666666666,0.7916666666666666,0.8462986326777088,0.6181109994649887,0.7572360038757324,0.8333333134651184,0.9375,0.4861111044883728,7
900,0.0003783261365725592,0.8095275163650513,0.6952675580978394,0.02882320247590542,0.5424764156341553,1.7635940313339233,0.0,0.11394685506820679,0.7916666666666666,0.78125,0.8385540674603175,0.6061418652534485,0.7599937319755554,0.8333333134651184,0.9375,0.4583333432674408,7
950,0.0003257139763390925,0.8096458911895752,0.6942569613456726,0.02566535957157612,0.5512790679931641,1.809691309928894,0.0,0.14404261112213135,0.78125,0.78125,0.8380810400851161,0.6134096682071686,0.7611847519874573,0.8333333134651184,0.9375,0.4722222089767456,7
1000,0.000275217412338765,0.8028963804244995,0.6952254176139832,0.02631104551255703,0.5120437741279602,1.7837525606155396,0.0,0.11621170490980148,0.7916666666666666,0.78125,0.8404950612491374,0.6128665506839752,0.7606110572814941,0.8333333134651184,0.9270833134651184,0.4027777910232544,7
1050,0.00022744940445408203,0.7987750768661499,0.6945649981498718,0.025143330916762352,0.4959069788455963,1.7987585067749023,0.0,0.10126610845327377,0.7916666666666666,0.78125,0.8376470123073384,0.6030931770801544,0.7598590850830078,0.8333333134651184,0.9270833134651184,0.4444444477558136,7
