step,learning_rate,loss,fact_loss,relation_loss,entity_loss,template_loss,template_adversary_weight,gradient_norm,validation_row_1nn,validation_centroid_top1,validation_mrr,validation_fact_template_margin,validation_fact_silhouette,validation_relation_probe,validation_entity_probe,validation_template_probe,validation_partial_gate_count
50,0.0006666666666666666,1.77680504322052,1.0181195735931396,1.035932183265686,2.69701886177063,1.8142791986465454,0.006666666666666667,3.432746648788452,0.84375,0.8854166666666666,0.9228587962962963,0.5023559629917145,0.3976595401763916,0.8333333134651184,0.8958333134651184,1.0,6
100,0.0009993002688846913,1.463148593902588,0.7675086855888367,0.7814376950263977,2.5767760276794434,1.7997841835021973,0.013333333333333334,1.598497748374939,0.8020833333333334,0.7604166666666666,0.8124900417869169,0.502410888671875,0.5955240726470947,0.8333333134651184,0.90625,0.9583333134651184,6
150,0.0009933608878242154,1.2995054721832275,0.718368411064148,0.4022808074951172,2.3253233432769775,1.7808111906051636,0.020000000000000004,0.5057169795036316,0.7708333333333334,0.8020833333333334,0.8343524139939581,0.5387399792671204,0.6585416793823242,0.8333333134651184,0.8854166865348816,0.9861111044883728,6
200,0.0009814327739099229,1.206868290901184,0.7035872340202332,0.2540549039840698,2.023165225982666,1.7938884496688843,0.02666666666666667,0.3466224670410156,0.7916666666666666,0.7916666666666666,0.8386453823953824,0.6143938899040222,0.6884474158287048,0.8333333134651184,0.8854166865348816,0.9166666865348816,6
250,0.0009636607182864827,1.1684767007827759,0.699951171875,0.17936332523822784,1.8645292520523071,1.7924131155014038,0.03333333333333333,0.2795334756374359,0.7916666666666666,0.78125,0.8401624128186628,0.6082215309143066,0.7081338763237,0.8333333134651184,0.8958333134651184,0.8472222089767456,6
300,0.0009402604496344984,1.1357440948486328,0.6986755132675171,0.1311030089855194,1.691202998161316,1.8151841163635254,0.04000000000000001,0.27504032850265503,0.78125,0.78125,0.8393811628186628,0.6169981509447098,0.7171513438224792,0.8333333134651184,0.90625,0.7361111044883728,6
350,0.0009115160155165614,1.1179981231689453,0.7020536661148071,0.10402002930641174,1.554551601409912,1.8049325942993164,0.04666666666666667,0.3343243896961212,0.7708333333333334,0.78125,0.84609375,0.645368680357933,0.7322721481323242,0.8333333134651184,0.90625,0.9166666865348816,6
400,0.0008777763344246211,1.0649387836456299,0.6982498168945312,0.08524473756551743,1.2713853120803833,1.7880533933639526,0.05333333333333334,0.2565268874168396,0.7708333333333334,0.7708333333333334,0.8298295454545453,0.5925190448760986,0.725651741027832,0.8333333134651184,0.90625,0.8611111044883728,6
450,0.0008394509603821498,1.0884062051773071,0.706485390663147,0.0704331174492836,1.2974644899368286,1.805688738822937,0.06,0.44827795028686523,0.7916666666666666,0.7916666666666666,0.8425347222222223,0.594603642821312,0.7331696152687073,0.8333333134651184,0.90625,0.8194444179534912,6
500,0.0007970051115130965,1.0440027713775635,0.6985218524932861,0.05580253526568413,1.0689431428909302,1.8079771995544434,0.06666666666666667,0.24227894842624664,0.78125,0.78125,0.8334457631332631,0.5965172499418259,0.7318503260612488,0.8333333134651184,0.9166666865348816,0.8472222089767456,6
550,0.0007509540229240601,1.073061227798462,0.7039360404014587,0.052340563386678696,1.1289222240447998,1.8118997812271118,0.07333333333333333,0.3905104696750641,0.7916666666666666,0.7916666666666666,0.8396100138287639,0.6008854806423187,0.7369664311408997,0.8333333134651184,0.9166666865348816,0.9722222089767456,6
600,0.0007018566924480542,1.035683274269104,0.6989116072654724,0.04689663648605347,0.9188656806945801,1.795239806175232,0.08000000000000002,0.2701543867588043,0.7916666666666666,0.78125,0.8370002104377104,0.5886998623609543,0.7383553385734558,0.8333333134651184,0.9166666865348816,0.9027777910232544,6
650,0.0006503090951680512,1.0172187089920044,0.6979221105575562,0.04242603853344917,0.7765007019042969,1.7943611145019531,0.08666666666666667,0.2143140733242035,0.78125,0.7916666666666666,0.847172619047619,0.6014213562011719,0.7457907795906067,0.8333333134651184,0.9270833134651184,0.9861111044883728,6
700,0.0005969369490868042,1.0279481410980225,0.6970105171203613,0.03570267930626869,0.776526689529419,1.80526864528656,0.09333333333333334,0.17359143495559692,0.78125,0.8020833333333334,0.8459858488414523,0.6056094020605087,0.750605046749115,0.8333333134651184,0.9375,0.8333333134651184,6
750,0.0005423881197579144,1.0276976823806763,0.6981849670410156,0.0355098582804203,0.7151179313659668,1.7938710451126099,0.1,0.2654324173927307,0.7916666666666666,0.8020833333333334,0.8520499465811966,0.6071077883243561,0.7531819939613342,0.8333333134651184,0.9375,0.9027777910232544,6
800,0.0004873247560756324,1.004721760749817,0.698229968547821,0.03274422883987427,0.6002027988433838,1.7990241050720215,0.1,0.21467740833759308,0.78125,0.7916666666666666,0.8416162367724868,0.6000289469957352,0.754649817943573,0.8333333134651184,0.9270833134651184,0.8472222089767456,6
850,0.0004324152526842517,0.9985261559486389,0.6961371302604675,0.028962338343262672,0.5804909467697144,1.8049839735031128,0.1,0.1827475130558014,0.7916666666666666,0.7916666666666666,0.845083354899931,0.6125131845474243,0.7516503930091858,0.8333333134651184,0.9375,0.9027777910232544,6
900,0.0003783261365725592,0.9893798232078552,0.6952828168869019,0.029105111956596375,0.5426046848297119,1.7975502014160156,0.1,0.11770952492952347,0.78125,0.78125,0.838411727915804,0.6025586575269699,0.7554084658622742,0.8333333134651184,0.9375,0.8194444179534912,6
950,0.0003257139763390925,0.9900713562965393,0.6942619681358337,0.025867188349366188,0.5518963932991028,1.8025665283203125,0.1,0.14834418892860413,0.78125,0.78125,0.8380810400851161,0.6078013926744461,0.7561311721801758,0.8333333134651184,0.9375,0.8055555820465088,6
1000,0.000275217412338765,0.9826691746711731,0.6955265402793884,0.0266531053930521,0.5122334361076355,1.7936533689498901,0.1,0.12256127595901489,0.7916666666666666,0.78125,0.8402511789740051,0.6081898659467697,0.7557902932167053,0.8333333134651184,0.9270833134651184,0.7638888955116272,6
1050,0.00022744940445408203,0.9786044955253601,0.6946910619735718,0.025411272421479225,0.49628886580467224,1.79573392868042,0.1,0.10579200834035873,0.7916666666666666,0.7916666666666666,0.8414912583390844,0.5973761081695557,0.7553302645683289,0.8333333134651184,0.9270833134651184,0.7777777910232544,6
1100,0.0001829897915925055,0.978626549243927,0.6951574087142944,0.02492990531027317,0.4921063482761383,1.8006187677383423,0.1,0.11947858333587646,0.7916666666666666,0.78125,0.8361547834713595,0.5996332466602325,0.7582073211669922,0.8333333134651184,0.9270833134651184,0.7916666865348816,6
1150,0.00014237825322758736,0.9760053157806396,0.6964612007141113,0.02444516308605671,0.4759751558303833,1.794600486755371,0.1,0.11642925441265106,0.7916666666666666,0.78125,0.8386142742121003,0.6066569536924362,0.7603306174278259,0.8333333134651184,0.9375,0.8055555820465088,6
1200,0.00010610775842122971,0.9738193154335022,0.6947504878044128,0.023870179429650307,0.4754995107650757,1.7919487953186035,0.1,0.08527293056249619,0.7916666666666666,0.78125,0.8355760797676558,0.5971257984638214,0.7600062489509583,0.8333333134651184,0.9375,0.8333333134651184,6
1250,7.461858184706777e-05,0.9692659378051758,0.6951050758361816,0.023434294387698174,0.44846463203430176,1.7978105545043945,0.1,0.10808116942644119,0.7916666666666666,0.78125,0.8360969131009891,0.5986256152391434,0.761326789855957,0.8333333134651184,0.9270833134651184,0.8055555820465088,6
1300,4.829295945234258e-05,0.9679524302482605,0.6950299143791199,0.022195739671587944,0.44447097182273865,1.7958916425704956,0.1,0.08956340700387955,0.78125,0.78125,0.8368037583390845,0.5981062203645706,0.7628302574157715,0.8333333134651184,0.9375,0.8472222089767456,6
1350,2.7450448631293034e-05,0.968276858329773,0.6962569952011108,0.02335999347269535,0.43907833099365234,1.795322060585022,0.1,0.11367051303386688,0.7916666666666666,0.78125,0.8362829250057512,0.5949891805648804,0.7618586421012878,0.8333333134651184,0.9270833134651184,0.8055555820465088,6
1400,1.2344049231273301e-05,0.9666207432746887,0.6950864791870117,0.021975236013531685,0.43673059344291687,1.7979307174682617,0.1,0.09933575242757797,0.7916666666666666,0.78125,0.8366301472279734,0.6003017723560333,0.7613863348960876,0.8333333134651184,0.9270833134651184,0.8333333134651184,6
1450,3.1571324773286282e-06,0.9648974537849426,0.6946853399276733,0.02304956130683422,0.430709570646286,1.7946034669876099,0.1,0.08828288316726685,0.7916666666666666,0.78125,0.8366301472279734,0.5996145159006119,0.7615992426872253,0.8333333134651184,0.9270833134651184,0.8333333134651184,6
1500,1.2150939247002058e-09,0.9659152626991272,0.6956523656845093,0.02185024321079254,0.4282121956348419,1.8025041818618774,0.1,0.09936154633760452,0.78125,0.78125,0.8366301472279734,0.5992964953184128,0.761645495891571,0.8333333134651184,0.9270833134651184,0.8333333134651184,6
