cycle,private_ce,paraphrase_kl,contrastive_loss,public_kl,public_residual_loss,private_gradient_norm,private_public_gradient_cosine,learning_rate,elapsed_seconds
1,12.514530181884766,0.8550734519958496,4.944123268127441,0.00011763445218093693,4.785334795087692e-07,4.75,0.12257888168096542,2.666666666666667e-05,0.1884016003459692
25,11.380809783935547,1.137014627456665,2.101438045501709,0.00016369583318009973,2.1929602098680334e-06,0.1630859375,0.03462069481611252,0.0006666666666666666,3.7701847003772855
50,12.63193130493164,0.7724342346191406,1.486695647239685,0.00018820594414137304,1.0741250662249513e-05,0.416015625,0.011054971255362034,0.0013333333333333333,7.157512499950826
75,10.556461334228516,0.4980873465538025,1.2551383972167969,0.00025564379757270217,0.0015511284582316875,0.1533203125,-0.022414809092879295,0.002,10.540880999993533
100,11.110283851623535,0.7751501798629761,2.0417633056640625,0.0034361977595835924,0.2096923589706421,2.546875,-0.852931022644043,0.001966315789473684,14.25344100035727
125,9.233292579650879,0.7491545677185059,2.1427741050720215,0.009545307606458664,0.574369490146637,4.6875,-0.9724534749984741,0.0019312280701754385,17.561530699953437
150,8.728411674499512,0.6020063161849976,2.057420015335083,0.012609836645424366,0.8899797201156616,4.75,-0.9897327423095703,0.0018961403508771931,20.965307699982077
175,7.361355781555176,0.1258266568183899,2.0409655570983887,0.011408306658267975,0.8837177753448486,2.53125,-0.9400818347930908,0.0018610526315789473,24.621189900208265
200,6.819350242614746,0.14598283171653748,2.084545612335205,0.012468012049794197,1.0101302862167358,1.4296875,-0.913631021976471,0.0018259649122807017,28.04074910003692
225,5.758764266967773,0.06716887652873993,2.0869522094726562,0.006150955334305763,0.6719799637794495,0.94140625,-0.7028809189796448,0.0017908771929824562,31.65207660011947
250,5.494007110595703,0.07586242258548737,2.065209150314331,0.006897921673953533,0.7616733908653259,1.234375,-0.6576906442642212,0.0017557894736842106,35.18356609996408
275,5.673290729522705,0.0662170797586441,2.1084585189819336,0.00463829142972827,0.44887059926986694,0.80078125,-0.7425875067710876,0.001720701754385965,38.65283210016787
300,6.163615703582764,0.03871631994843483,2.089512348175049,0.0057129100896418095,0.7062702178955078,0.9453125,-0.587713360786438,0.0016856140350877194,42.25762329995632
325,5.948755741119385,0.11401594430208206,2.079712390899658,0.008880672976374626,0.9099343419075012,0.5078125,0.3274134695529938,0.0016505263157894736,46.02084180014208
350,5.170114994049072,0.08388350903987885,2.0414271354675293,0.007134811021387577,0.7351146340370178,0.828125,-0.7725880742073059,0.0016154385964912282,49.37447499996051
375,5.665271282196045,0.08772584795951843,2.0461912155151367,0.005279668606817722,0.38344353437423706,1.234375,-0.6000061631202698,0.0015803508771929824,53.04859800031409
400,5.642315864562988,0.10247637331485748,1.995917797088623,0.004393777810037136,0.27796295285224915,1.1015625,-0.7410898804664612,0.0015452631578947368,56.54455969994888
425,5.433858871459961,0.07552202045917511,2.0018320083618164,0.00328770256601274,0.22624105215072632,1.5390625,-0.8813083171844482,0.0015101754385964913,59.990566400345415
450,5.075240135192871,0.06275729835033417,2.0700364112854004,0.002360971411690116,0.21999497711658478,1.4609375,0.19318841397762299,0.0014750877192982457,63.82459200033918
475,4.849722862243652,0.104776531457901,1.9341648817062378,0.004348916932940483,0.26465457677841187,0.7109375,-0.18105462193489075,0.0014399999999999999,67.32897990010679
500,4.188563346862793,0.07069870829582214,1.5366902351379395,0.004066395573318005,0.40797358751296997,1.4609375,-0.7576658725738525,0.0014049122807017545,70.86492080008611
525,5.126516342163086,0.061875950545072556,2.1175076961517334,0.0030535729601979256,0.3123359978199005,1.3046875,-0.860072672367096,0.0013698245614035087,74.7724505001679
550,4.284655570983887,0.12524281442165375,1.8174395561218262,0.0036743897944688797,0.3586999475955963,0.95703125,-0.29237350821495056,0.0013347368421052633,78.23689520033076
575,4.746427536010742,0.11998634040355682,1.6489739418029785,0.004424123093485832,0.34347108006477356,1.3671875,-0.45581331849098206,0.0012996491228070175,81.84505200013518
600,4.931759834289551,0.07446539402008057,1.6476041078567505,0.002786411205306649,0.239528089761734,0.70703125,0.013761648908257484,0.001264561403508772,85.40455350000411
625,4.292669773101807,0.2687419652938843,1.8155118227005005,0.0032209435012191534,0.23510043323040009,1.171875,-0.6925064325332642,0.0012294736842105264,88.94039720017463
650,4.298454284667969,0.06690500676631927,1.7709877490997314,0.0038039484061300755,0.23939774930477142,0.9765625,-0.6174877285957336,0.0011943859649122808,92.6910707000643
675,3.73183536529541,0.12608563899993896,1.4103271961212158,0.003922989126294851,0.2800276279449463,2.375,-0.8535742163658142,0.001159298245614035,96.10954450024292
700,3.2678229808807373,0.1106652170419693,1.6028285026550293,0.003481944091618061,0.2768227458000183,1.5546875,-0.5618734359741211,0.0011242105263157896,99.59012740012258
725,4.025907516479492,0.07349749654531479,1.417531967163086,0.0034568782430142164,0.26524174213409424,1.921875,-0.9148513078689575,0.0010891228070175438,103.092163100373
750,5.098305702209473,0.09149714559316635,1.2602972984313965,0.005467893555760384,0.3972196578979492,1.4453125,-0.46145474910736084,0.0010540350877192984,106.73101540002972
775,3.9631381034851074,0.15614214539527893,1.6388124227523804,0.0035100216045975685,0.23342454433441162,1.765625,-0.8682732582092285,0.0010189473684210526,110.11475720023736
800,4.466487407684326,0.08184544742107391,1.4422626495361328,0.0029423790983855724,0.275798499584198,1.65625,-0.8667871356010437,0.000983859649122807,113.85043730027974
825,3.434602737426758,0.20177097618579865,1.3246426582336426,0.003439305815845728,0.3015602231025696,1.7578125,-0.5207551121711731,0.0009487719298245614,117.32626600004733
850,3.3605878353118896,0.1897994577884674,1.4176017045974731,0.0041082464158535,0.2644496262073517,1.4140625,-0.6440861225128174,0.0009136842105263158,120.79789410019293
875,3.9904627799987793,0.09613694250583649,1.3858659267425537,0.0031682681292295456,0.28132888674736023,1.375,-0.7768216729164124,0.0008785964912280702,124.57618410000578
900,4.793557167053223,0.17459456622600555,1.7106096744537354,0.003623718861490488,0.2846773862838745,4.21875,-0.8092055916786194,0.0008435087719298245,127.85961779998615
925,4.633639335632324,0.1953362226486206,1.9365301132202148,0.003031159285455942,0.2827736735343933,1.8828125,-0.8233481049537659,0.0008084210526315789,131.2544967001304
950,3.489070177078247,0.16964343190193176,1.3838293552398682,0.003033573040738702,0.2685934603214264,1.375,0.22345103323459625,0.0007733333333333333,135.1165001001209
975,4.6929030418396,0.13590072095394135,1.477839708328247,0.003053233027458191,0.22328805923461914,1.8125,-0.7632250785827637,0.0007382456140350878,138.53627330018207
1000,3.6254091262817383,0.24588853120803833,1.4970279932022095,0.005308952648192644,0.2697596251964569,1.15625,-0.7394459247589111,0.0007031578947368421,141.95717220008373
1025,4.529507160186768,0.12644371390342712,1.5929938554763794,0.002017729915678501,0.19389352202415466,1.7109375,-0.6175412535667419,0.0006680701754385965,145.32222190033644
1050,3.4075889587402344,0.2497529685497284,1.3285868167877197,0.003100890200585127,0.2986011207103729,1.671875,0.6066009998321533,0.0006329824561403509,148.6005088002421
1075,4.514428615570068,0.16181302070617676,1.713841199874878,0.0048967222683131695,0.4204705059528351,0.89453125,0.18454904854297638,0.0005978947368421053,152.003384700045
1100,4.828632354736328,0.1409168243408203,1.454085111618042,0.0028584434185177088,0.28978389501571655,1.34375,-0.755730152130127,0.0005628070175438596,155.48025160003453
1125,2.9553956985473633,0.22599093616008759,1.5045424699783325,0.004220274277031422,0.4022414982318878,1.71875,-0.8707292675971985,0.000527719298245614,159.06661830004305
1150,4.281380653381348,0.1740119457244873,1.4920793771743774,0.002742236712947488,0.27077484130859375,2.484375,-0.553983747959137,0.0004926315789473684,162.45952480006963
1175,2.985767364501953,0.20691686868667603,1.372080683708191,0.0026546395383775234,0.2646205425262451,1.5,-0.7771827578544617,0.0004575438596491228,165.94893950037658
1200,4.886157035827637,0.08742213994264603,1.4021313190460205,0.003529418259859085,0.28025269508361816,2.0625,-0.8234559893608093,0.0004224561403508772,169.32486680010334
1225,3.0066585540771484,0.1368512362241745,1.306052803993225,0.003426063572987914,0.37279123067855835,1.6328125,-0.016113318502902985,0.0003873684210526316,172.79970440035686
1250,4.015895843505859,0.08924217522144318,1.3365330696105957,0.0028655247297137976,0.2896130681037903,1.8828125,-0.7364017367362976,0.000352280701754386,176.11957130022347
1275,4.255679130554199,0.09910887479782104,1.2330327033996582,0.003031045664101839,0.28201165795326233,2.140625,-0.5717877745628357,0.00031719298245614036,179.60776349995285
1300,3.174652099609375,0.23317819833755493,1.639785885810852,0.003992551006376743,0.2972741723060608,1.2734375,-0.6664533019065857,0.0002821052631578948,183.1398546001874
1325,3.231017827987671,0.38097965717315674,1.4275445938110352,0.003956490661948919,0.3114783763885498,2.09375,-0.869610071182251,0.00024701754385964914,186.57841490022838
1350,4.2592926025390625,0.3175050616264343,1.6070013046264648,0.0042969174683094025,0.2692373991012573,2.59375,-0.5726568102836609,0.0002119298245614035,189.8861483000219
1375,2.973148822784424,0.19304203987121582,1.1069936752319336,0.0031928829848766327,0.25923413038253784,1.9609375,-0.1482308954000473,0.0001768421052631579,193.39574210019782
1400,2.958500385284424,0.293647825717926,1.2415763139724731,0.004881547763943672,0.3991733193397522,2.421875,-0.9191099405288696,0.00014175438596491228,196.81100090034306
1425,4.334566593170166,0.1784399002790451,1.3560289144515991,0.0031097070313990116,0.2664296627044678,2.578125,-0.924532949924469,0.00010666666666666668,200.06714550033212
1450,3.7160632610321045,0.2536289095878601,1.6914818286895752,0.005755145102739334,0.46454986929893494,1.6171875,-0.532497763633728,7.157894736842105e-05,203.5518501000479
1475,3.3103537559509277,0.1687067449092865,1.206911563873291,0.002892636228352785,0.30718427896499634,1.28125,-0.7396113276481628,3.649122807017544e-05,206.87748680030927
1500,3.6536920070648193,0.14137500524520874,1.5428341627120972,0.004620959982275963,0.339732825756073,2.1875,-0.7649891972541809,1.4035087719298244e-06,210.16476840013638
