step,phase,main_learning_rate,relation_encoder_learning_rate,loss,fact_supcon_loss,relation_ce_loss,relation_supcon_loss,entity_ce_loss,template_adversary_loss,gradient_norm,validation_gate_count,validation_relation_head,validation_relation_probe,validation_relation_template_margin,validation_centroid_top1,validation_row_1nn,validation_mrr,validation_fact_template_margin,validation_fact_silhouette,validation_entity_probe,validation_template_probe
650,joint,0.0006503090951680512,0.0006503090951680512,1.2607489824295044,0.695637583732605,0.04121801257133484,1.7924163341522217,0.9300952553749084,1.8290332555770874,0.1714261919260025,5,0.8333333134651184,0.8333333134651184,0.38147970208697696,0.7708333333333334,0.7708333333333334,0.8264550264550264,0.6515018939971924,0.7543227076530457,0.9270833134651184,0.5694444179534912
700,joint,0.0005969369490868042,0.0005969369490868042,1.2525392770767212,0.6972009539604187,0.03719225898385048,1.793720006942749,0.8899911046028137,1.7957309484481812,0.15857218205928802,6,0.8333333134651184,0.8333333134651184,0.37320108803040863,0.8020833333333334,0.8020833333333334,0.8419853294853294,0.6573592871427536,0.7606099247932434,0.9479166865348816,0.5555555820465088
750,joint,0.0005423881197579144,0.0005423881197579144,1.2334736585617065,0.697002112865448,0.03128671646118164,1.7925941944122314,0.8115466237068176,1.77781343460083,0.1494911164045334,6,0.8333333134651184,0.8333333134651184,0.3767398602004808,0.8020833333333334,0.7916666666666666,0.8368889790764791,0.6360858231782913,0.7562578320503235,0.9479166865348816,0.5416666865348816
800,joint,0.0004873247560756324,0.0004873247560756324,1.2349387407302856,0.6974331736564636,0.029279420152306557,1.792545199394226,0.8217843174934387,1.7753400802612305,0.1606711894273758,5,0.8333333134651184,0.8333333134651184,0.3870254312414747,0.7916666666666666,0.78125,0.8408619204260651,0.6560983806848526,0.7635844349861145,0.9583333134651184,0.5833333134651184
850,joint,0.0004324152526842517,0.0004324152526842517,1.2155786752700806,0.6989374160766602,0.02980121225118637,1.7925500869750977,0.7161527276039124,1.7740821838378906,0.1615394949913025,5,0.8333333134651184,0.8333333134651184,0.3850679357401936,0.7916666666666666,0.78125,0.8395837802087801,0.6606563329696655,0.7664458751678467,0.9479166865348816,0.6111111044883728
900,joint,0.0003783261365725592,0.0003783261365725592,1.2069616317749023,0.6991634368896484,0.025975966826081276,1.792273759841919,0.6817771792411804,1.8090957403182983,0.18983913958072662,6,0.8333333134651184,0.8333333134651184,0.38926668468555664,0.8020833333333334,0.8020833333333334,0.8402736441798941,0.6451774835586548,0.7656688094139099,0.9479166865348816,0.5416666865348816
950,joint,0.0003257139763390925,0.0003257139763390925,1.2014365196228027,0.6951862573623657,0.026814600452780724,1.7922247648239136,0.6719896793365479,1.838079810142517,0.13506831228733063,6,0.8333333134651184,0.8333333134651184,0.3883820471626273,0.8020833333333334,0.8020833333333334,0.8411900888463388,0.6427893340587616,0.7658877968788147,0.9479166865348816,0.5694444179534912
1000,joint,0.000275217412338765,0.000275217412338765,1.1865249872207642,0.6957478523254395,0.02587035857141018,1.7932448387145996,0.5959648489952087,1.8328603506088257,0.12462998181581497,6,0.8333333134651184,0.8333333134651184,0.3883783213160415,0.8020833333333334,0.7916666666666666,0.8422136069340017,0.6525962799787521,0.7675444483757019,0.9479166865348816,0.5
1050,joint,0.00022744940445408203,0.00022744940445408203,1.1944000720977783,0.6973835229873657,0.02480735443532467,1.7923505306243896,0.6307135224342346,1.8029807806015015,0.140055313706398,6,0.8333333134651184,0.8333333134651184,0.38373134826898525,0.8020833333333334,0.8020833333333334,0.8425471230158731,0.6560191363096237,0.7712833285331726,0.9479166865348816,0.3888888955116272
1100,joint,0.0001829897915925055,0.0001829897915925055,1.1784985065460205,0.695645809173584,0.024217380210757256,1.7925081253051758,0.5612117648124695,1.8006318807601929,0.11387677490711212,6,0.8333333134651184,0.8333333134651184,0.3888471330735936,0.8020833333333334,0.7916666666666666,0.8427240294427795,0.656193882226944,0.7707019448280334,0.9479166865348816,0.4861111044883728
1150,joint,0.00014237825322758736,0.00014237825322758736,1.1772066354751587,0.6948635578155518,0.023572934791445732,1.7927119731903076,0.5600706338882446,1.804338812828064,0.10188533365726471,6,0.8333333134651184,0.8333333134651184,0.38338041973313214,0.8020833333333334,0.7916666666666666,0.8422384085213032,0.6563879996538162,0.7720038890838623,0.9479166865348816,0.375
1200,joint,0.00010610775842122971,0.00010610775842122971,1.174004077911377,0.695189356803894,0.021574996411800385,1.7924296855926514,0.5477065443992615,1.757780909538269,0.11079373210668564,6,0.8333333134651184,0.8333333134651184,0.3816712420521071,0.8020833333333334,0.8020833333333334,0.8434826214842662,0.6594306975603104,0.7732651233673096,0.9479166865348816,0.4305555522441864
1250,joint,7.461858184706777e-05,7.461858184706777e-05,1.174992322921753,0.6951518058776855,0.022914240136742592,1.7924308776855469,0.549485981464386,1.7402878999710083,0.10711438208818436,6,0.8333333134651184,0.8333333134651184,0.37942230701850754,0.8020833333333334,0.7916666666666666,0.8430361929128377,0.6579672992229462,0.7730078101158142,0.9479166865348816,0.3472222089767456
1300,joint,4.829295945234258e-05,4.829295945234258e-05,1.1789582967758179,0.6967711448669434,0.02259817160665989,1.7921665906906128,0.5622737407684326,1.7745338678359985,0.1425185203552246,6,0.8333333134651184,0.8333333134651184,0.3792649109359546,0.8020833333333334,0.8020833333333334,0.8418304207366707,0.6546359211206436,0.7728440165519714,0.9479166865348816,0.3888888955116272
1350,joint,2.7450448631293034e-05,2.7450448631293034e-05,1.1805287599563599,0.697252631187439,0.02246329002082348,1.792150855064392,0.5680716037750244,1.7978366613388062,0.1192089095711708,6,0.8333333134651184,0.8333333134651184,0.3834092324667533,0.8020833333333334,0.8020833333333334,0.8418374495265942,0.6563645899295807,0.7728636264801025,0.9479166865348816,0.4027777910232544
1400,joint,1.2344049231273301e-05,1.2344049231273301e-05,1.1727522611618042,0.6956690549850464,0.020932981744408607,1.7923433780670166,0.5407397150993347,1.8251618146896362,0.11928295344114304,6,0.8333333134651184,0.8333333134651184,0.38342392866761654,0.8020833333333334,0.7916666666666666,0.8418374495265942,0.6550874263048172,0.7726578116416931,0.9479166865348816,0.4166666567325592
1450,joint,3.1571324773286282e-06,3.1571324773286282e-06,1.178686261177063,0.6955918073654175,0.02240266650915146,1.7923164367675781,0.5671494603157043,1.8084484338760376,0.1127784475684166,6,0.8333333134651184,0.8333333134651184,0.3834790572412506,0.8020833333333334,0.7916666666666666,0.8418374495265942,0.655407577753067,0.7728356719017029,0.9479166865348816,0.4027777910232544
1500,joint,1.2150939247002058e-09,1.2150939247002058e-09,1.1711065769195557,0.6955115795135498,0.02236863784492016,1.7920732498168945,0.5299802422523499,1.8052978515625,0.10810977220535278,6,0.8333333134651184,0.8333333134651184,0.3835735719219277,0.8020833333333334,0.7916666666666666,0.8418374495265942,0.6555549949407578,0.7728846073150635,0.9479166865348816,0.4027777910232544
