abstention_rate,accepted_relation_precision,accepted_route_accuracy,ambiguous_reject_reason_rate,aurc,average_candidate_set_size,benchmark,cross_intent_candidate_access_count,empty_candidate_set_rate,false_memory_access_rate,intent_macro_accuracy,known_accuracy,known_coverage,known_row_count,memory_access_count,minimum_margin,multi_candidate_set_rate,oos_aupr,oos_auroc,oos_f1,oos_precision,oos_recall,ridge_strength,row_count,safe_coverage,seed,selected,stage,threshold,unknown_reject_reason_rate,unknown_row_count,variant,worst_intent_accuracy,wrong_bucket_access_rate
0.927741935483871,0.96875,0.9774774774774775,0.0,0.7448686209758659,0.07225806451612904,clinc150,0,0.927741935483871,0.0009523809523809524,0.217,0.217,0.222,1000,224,0.0,0.0,0.9573090379075915,0.9246952380952381,0.8432475884244374,0.7294853963838664,0.9990476190476191,,3100,0.217,2501,False,selective,0.75,0.927741935483871,2100,MAX_THRESHOLD,0.0,0.005
0.9464516129032258,0.9819277108433735,0.9819277108433735,0.0,0.7932140628421014,0.053548387096774196,clinc150,0,0.9464516129032258,0.0,0.163,0.163,0.166,1000,166,0.0,0.0,0.9573090379075915,0.9246952380952381,0.834326579261025,0.7157464212678937,1.0,,3100,0.163,2501,False,selective,0.8,0.9464516129032258,2100,MAX_THRESHOLD,0.0,0.003
0.6861290322580645,0.49640287769784175,0.9979338842975206,0.2593548387096774,0.7300322558892226,1.0164516129032257,clinc150,0,0.4267741935483871,0.23285714285714285,0.483,0.483,0.484,1000,973,0.0,0.2593548387096774,0.9573090379075915,0.9246952380952381,0.7622427253371185,0.7574047954866009,0.7671428571428571,,3100,0.483,2501,False,selective,0.2,0.4267741935483871,2100,R3,0.0,0.001
0.6880645161290323,0.4984488107549121,0.9979296066252588,0.26129032258064516,0.730216847291385,1.0164516129032257,clinc150,0,0.4267741935483871,0.23047619047619047,0.482,0.482,0.483,1000,967,0.025,0.2593548387096774,0.9573090379075915,0.9246952380952381,0.763524686983227,0.7576183778715424,0.7695238095238095,,3100,0.482,2501,False,selective,0.2,0.4267741935483871,2100,R3,0.0,0.001
0.6951612903225807,0.508994708994709,0.9979253112033195,0.26838709677419353,0.7304219933945203,1.0164516129032257,clinc150,0,0.4267741935483871,0.22047619047619046,0.481,0.481,0.482,1000,945,0.05,0.2593548387096774,0.9573090379075915,0.9246952380952381,0.7694477085781434,0.7596287703016241,0.7795238095238095,,3100,0.481,2501,False,selective,0.2,0.4267741935483871,2100,R3,0.0,0.001
0.71,0.5328142380422692,1.0,0.2832258064516129,0.7308515342778762,1.0164516129032257,clinc150,0,0.4267741935483871,0.2,0.479,0.479,0.479,1000,899,0.075,0.2593548387096774,0.9573090379075915,0.9246952380952381,0.7812136712392468,0.7632894139027715,0.8,,3100,0.479,2501,False,selective,0.2,0.4267741935483871,2100,R3,0.0,0.0
0.7238709677419355,0.5572429906542056,1.0,0.2970967741935484,0.7313083503515173,1.0164516129032257,clinc150,0,0.4267741935483871,0.18047619047619048,0.477,0.477,0.477,1000,856,0.1,0.2593548387096774,0.9573090379075915,0.9246952380952381,0.7923572744014733,0.7669340463458111,0.8195238095238095,,3100,0.477,2501,False,selective,0.2,0.4267741935483871,2100,R3,0.0,0.0
0.7538709677419355,0.617300131061599,1.0,0.3270967741935484,0.7326846285242004,1.0164516129032257,clinc150,0,0.4267741935483871,0.13904761904761906,0.47100000000000003,0.471,0.471,1000,763,0.15,0.2593548387096774,0.9573090379075915,0.9246952380952381,0.8149650664863646,0.7736414206247325,0.8609523809523809,,3100,0.471,2501,False,selective,0.2,0.4267741935483871,2100,R3,0.0,0.0
0.6774193548387096,0.576,0.9913941480206541,0.17258064516129032,0.6513593309394766,0.7606451612903226,clinc150,0,0.5048387096774194,0.19952380952380952,0.576,0.576,0.581,1000,1000,0.0,0.17258064516129032,0.9573090379075915,0.9246952380952381,0.8004761904761905,0.8004761904761905,0.8004761904761905,,3100,0.576,2501,False,selective,0.25,0.5048387096774194,2100,R3,0.0,0.005
0.6793548387096774,0.579476861167002,0.9913941480206541,0.17451612903225808,0.6513593309394766,0.7606451612903226,clinc150,0,0.5048387096774194,0.19666666666666666,0.576,0.576,0.581,1000,994,0.025,0.17258064516129032,0.9573090379075915,0.9246952380952381,0.802187351402758,0.8010446343779677,0.8033333333333333,,3100,0.576,2501,False,selective,0.25,0.5048387096774194,2100,R3,0.0,0.005
