abstention_rate,accepted_relation_precision,accepted_route_accuracy,ambiguous_reject_reason_rate,aurc,average_candidate_set_size,benchmark,cross_intent_candidate_access_count,empty_candidate_set_rate,false_memory_access_rate,intent_macro_accuracy,known_accuracy,known_coverage,known_row_count,memory_access_count,multi_candidate_set_rate,oos_aupr,oos_auroc,oos_f1,oos_precision,oos_recall,row_count,safe_coverage,seed,unknown_reject_reason_rate,unknown_row_count,variant,worst_intent_accuracy,wrong_bucket_access_rate
0.9190909090909091,0.8764044943820225,1.0,0.0012727272727272728,0.7465913944808354,0.0829090909090909,clinc150,0,0.9178181818181819,0.01375,0.26,0.26,0.26,1500,445,0.0007272727272727272,0.9643655766838642,0.9156199166666666,0.8713418001104362,0.7804154302670623,0.98625,5500,0.26,2508,0.9178181818181819,4000,R3,0.0,0.0
0.0,0.6314655172413793,0.9391025641025641,0.0,0.10341289285116655,1,banking77_open,0,0.0,1.0,0.9391025641025641,0.9391025641025641,1.0,1560,2320,0.0,0.8365569527467389,0.9220580296896086,0.0,0.0,0.0,2320,0.9391025641025641,2508,0.0,760,R0,0.825,0.060897435897435896
0.0,0.6137931034482759,0.9128205128205128,0.0,0.14137663050534371,1,banking77_open,0,0.0,1.0,0.9128205128205128,0.9128205128205128,1.0,1560,2320,0.0,0.7437839837607234,0.8803972672064777,0.0,0.0,0.0,2320,0.9128205128205128,2508,0.0,760,R2,0.7,0.08717948717948718
0.3913793103448276,0.8526912181303116,0.9517786561264822,0.0,0.1686252331470488,0.6086206896551725,banking77_open,0,0.3913793103448276,0.19342105263157894,0.7717948717948718,0.7717948717948718,0.8108974358974359,1560,1412,0.0,0.7437839837607234,0.8803972672064777,0.7350119904076738,0.6751101321585903,0.8065789473684211,2320,0.7717948717948718,2508,0.3913793103448276,760,MAX_THRESHOLD,0.35,0.0391025641025641
0.8814655172413793,0.9672727272727273,0.9708029197080292,0.0004310344827586207,0.6391751923975056,0.11939655172413793,banking77_open,0,0.8810344827586207,0.0013157894736842105,0.17051282051282052,0.17051282051282052,0.17564102564102563,1560,275,0.0004310344827586207,0.7437839837607234,0.8803972672064777,0.5411764705882354,0.37114914425427875,0.9986842105263158,2320,0.17051282051282052,2508,0.8810344827586207,760,R3,0.0,0.005128205128205128
0.0,0.8938311688311689,0.8938311688311689,0.0,0.02104270631006902,1,banking77_closed,0,0.0,0.0,0.8938311688311689,0.8938311688311689,1.0,3080,3080,0.0,0.0,0.0,0.0,0.0,0.0,3080,0.8938311688311689,2508,0.0,0,R0,0.375,0.10616883116883116
0.0,0.8564935064935065,0.8564935064935065,0.0,0.060656199737606775,1,banking77_closed,0,0.0,0.0,0.8564935064935065,0.8564935064935065,1.0,3080,3080,0.0,0.0,0.0,0.0,0.0,0.0,3080,0.8564935064935065,2508,0.0,0,R2,0.525,0.1435064935064935
0.0,0.2670909090909091,0.9793333333333333,0.0,0.4304271278296082,1,clinc150,0,0.0,1.0,0.9793333333333334,0.9793333333333333,1.0,1500,5500,0.0,0.973726154814112,0.93813,0.0,0.0,0.0,5500,0.9793333333333333,2509,0.0,4000,R0,0.7,0.020666666666666667
0.0,0.26072727272727275,0.956,0.0,0.4463513861054075,1,clinc150,0,0.0,1.0,0.956,0.956,1.0,1500,5500,0.0,0.9647390700781237,0.9161233333333333,0.0,0.0,0.0,5500,0.956,2509,0.0,4000,R2,0.7,0.044
0.6725454545454546,0.6574125485841199,0.9736842105263158,0.0,0.48306494326684557,0.32745454545454544,clinc150,0,0.6725454545454546,0.14625,0.7893333333333333,0.7893333333333333,0.8106666666666666,1500,1801,0.0,0.9647390700781237,0.9161233333333333,0.8871281984673334,0.9232224925655582,0.85375,5500,0.7893333333333333,2509,0.6725454545454546,4000,MAX_THRESHOLD,0.26666666666666666,0.021333333333333333
0.9445454545454546,0.9606557377049181,1.0,0.0,0.7912124183544805,0.05545454545454546,clinc150,0,0.9445454545454546,0.003,0.19533333333333333,0.19533333333333333,0.19533333333333333,1500,305,0.0,0.9647390700781237,0.9161233333333333,0.8674279499728114,0.7676612127045236,0.997,5500,0.19533333333333333,2509,0.9445454545454546,4000,R3,0.0,0.0
0.0,0.6267241379310344,0.9320512820512821,0.0,0.14880449179281308,1,banking77_open,0,0.0,1.0,0.9320512820512821,0.9320512820512821,1.0,1560,2320,0.0,0.6493343134367014,0.8085247975708502,0.0,0.0,0.0,2320,0.9320512820512821,2509,0.0,760,R0,0.8,0.06794871794871794
0.0,0.5991379310344828,0.8910256410256411,0.0,0.16449824870707105,1,banking77_open,0,0.0,1.0,0.8910256410256411,0.8910256410256411,1.0,1560,2320,0.0,0.7326889503535392,0.8518766869095816,0.0,0.0,0.0,2320,0.8910256410256411,2509,0.0,760,R2,0.6,0.10897435897435898
0.3103448275862069,0.7775,0.924907063197026,0.0,0.1787390737329021,0.6896551724137931,banking77_open,0,0.3103448275862069,0.3355263157894737,0.7974358974358975,0.7974358974358975,0.8621794871794872,1560,1600,0.0,0.7326889503535392,0.8518766869095816,0.6824324324324325,0.7013888888888888,0.6644736842105263,2320,0.7974358974358975,2509,0.3103448275862069,760,MAX_THRESHOLD,0.425,0.06474358974358975
0.8745689655172414,0.979381443298969,0.9930313588850174,0.0004310344827586207,0.6223516357616908,0.12629310344827585,banking77_open,0,0.8741379310344828,0.005263157894736842,0.18269230769230768,0.18269230769230768,0.183974358974359,1560,291,0.0004310344827586207,0.7326889503535392,0.8518766869095816,0.5421297956256723,0.37259733859043864,0.9947368421052631,2320,0.18269230769230768,2509,0.8741379310344828,760,R3,0.0,0.001282051282051282
0.0,0.8899350649350649,0.8899350649350649,0.0,0.022398738869213074,1,banking77_closed,0,0.0,0.0,0.8899350649350649,0.8899350649350649,1.0,3080,3080,0.0,0.0,0.0,0.0,0.0,0.0,3080,0.8899350649350649,2509,0.0,0,R0,0.275,0.11006493506493506
0.0,0.8525974025974026,0.8525974025974026,0.0,0.06906295572178721,1,banking77_closed,0,0.0,0.0,0.8525974025974026,0.8525974025974026,1.0,3080,3080,0.0,0.0,0.0,0.0,0.0,0.0,3080,0.8525974025974026,2509,0.0,0,R2,0.475,0.1474025974025974
0.0,0.26854545454545453,0.9846666666666667,0.0,0.41489324739492484,1,clinc150,0,0.0,1.0,0.9846666666666667,0.9846666666666667,1.0,1500,5500,0.0,0.9749270242791327,0.9432643333333334,0.0,0.0,0.0,5500,0.9846666666666667,2510,0.0,4000,R0,0.8666666666666667,0.015333333333333332
0.0,0.2625454545454545,0.9626666666666667,0.0,0.4516550303446076,1,clinc150,0,0.0,1.0,0.9626666666666667,0.9626666666666667,1.0,1500,5500,0.0,0.9634510163277915,0.909887,0.0,0.0,0.0,5500,0.9626666666666667,2510,0.0,4000,R2,0.6666666666666666,0.037333333333333336
0.624,0.5996131528046421,0.9771473601260835,0.0,0.47786179899174974,0.376,clinc150,0,0.624,0.19975,0.8266666666666667,0.8266666666666667,0.846,1500,2068,0.0,0.9634510163277915,0.909887,0.8614101184068892,0.9326923076923077,0.80025,5500,0.8266666666666667,2510,0.624,4000,MAX_THRESHOLD,0.0,0.019333333333333334
0.9441818181818182,0.9446254071661238,0.9965635738831615,0.001090909090909091,0.794810698942964,0.05763636363636364,clinc150,0,0.9430909090909091,0.004,0.19333333333333333,0.19333333333333333,0.194,1500,307,0.0007272727272727272,0.9634510163277915,0.909887,0.8667464375067988,0.7671865973425765,0.996,5500,0.19333333333333333,2510,0.9430909090909091,4000,R3,0.0,0.0006666666666666666
0.0,0.6310344827586207,0.9384615384615385,0.0,0.1431548137897945,1,banking77_open,0,0.0,1.0,0.9384615384615385,0.9384615384615385,1.0,1560,2320,0.0,0.7172513810872103,0.8455651147098515,0.0,0.0,0.0,2320,0.9384615384615385,2510,0.0,760,R0,0.825,0.06153846153846154
0.0,0.596551724137931,0.8871794871794871,0.0,0.16535777935977072,1,banking77_open,0,0.0,1.0,0.8871794871794871,0.8871794871794871,1.0,1560,2320,0.0,0.7680222326391534,0.868983636977058,0.0,0.0,0.0,2320,0.8871794871794871,2510,0.0,760,R2,0.475,0.11282051282051282
0.3245689655172414,0.774728781110402,0.912781954887218,0.0,0.18348934421932503,0.6754310344827587,banking77_open,0,0.3245689655172414,0.3118421052631579,0.7782051282051282,0.7782051282051282,0.8525641025641025,1560,1567,0.0,0.7680222326391534,0.868983636977058,0.6913417052214145,0.6945551128818062,0.6881578947368421,2320,0.7782051282051282,2510,0.3245689655172414,760,MAX_THRESHOLD,0.275,0.07435897435897436
0.8931034482758621,0.9798387096774194,0.9878048780487805,0.0,0.6617046446058374,0.10689655172413794,banking77_open,0,0.8931034482758621,0.002631578947368421,0.15576923076923077,0.15576923076923077,0.1576923076923077,1560,248,0.0,0.7680222326391534,0.868983636977058,0.5353107344632769,0.3658301158301158,0.9973684210526316,2320,0.15576923076923077,2510,0.8931034482758621,760,R3,0.0,0.0019230769230769232
0.0,0.8931818181818182,0.8931818181818182,0.0,0.02132026817513762,1,banking77_closed,0,0.0,0.0,0.8931818181818182,0.8931818181818182,1.0,3080,3080,0.0,0.0,0.0,0.0,0.0,0.0,3080,0.8931818181818182,2510,0.0,0,R0,0.35,0.10681818181818181
0.0,0.8597402597402597,0.8597402597402597,0.0,0.06458337436655381,1,banking77_closed,0,0.0,0.0,0.8597402597402597,0.8597402597402597,1.0,3080,3080,0.0,0.0,0.0,0.0,0.0,0.0,3080,0.8597402597402597,2510,0.0,0,R2,0.375,0.14025974025974025
