accepted_relation_precision,accepted_route_accuracy,alpha,ambiguous_false_memory_access_rate,ambiguous_rejection_rate,average_candidate_set_size,candidate,cross_relation_candidate_count,evidence_source,false_memory_access_rate,family_macro_accuracy,hard_negative_accuracy,known_coverage,known_empty_set_rate,known_multi_relation_set_rate,minimum_margin,safe_coverage,selected,singleton_acceptance_precision,stage,threshold_access_code,threshold_city_code,threshold_registry_id,true_relation_inclusion_rate,unrelated_false_memory_access_rate,unrelated_rejection_rate,worst_family_accuracy,wrong_bucket_access_rate
1.0,1.0,,0.0,1.0,0.9,"R1:0.5,0.1,0.4:m=0.05",0.0,R1,0.0625,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.05,0.16666666666666666,False,0.8,R3,0.4,0.1,0.5,0.375,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.9,"R1:0.5,0.1,0.4:m=0.1",0.0,R1,0.0,0.125,0.125,0.125,0.08333333333333333,0.08333333333333333,0.1,0.125,False,1.0,R3,0.4,0.1,0.5,0.375,0.0,1.0,0.0,0.0
1.0,1.0,,0.375,0.625,0.85,"R1:0.5,0.1,0.5:m=0",0.0,R1,0.3125,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.08333333333333333,0.0,0.0,0.2916666666666667,False,0.5833333333333334,R3,0.5,0.1,0.5,0.3333333333333333,0.25,0.75,0.0,0.0
1.0,1.0,,0.0,1.0,0.85,"R1:0.5,0.1,0.5:m=0.05",0.0,R1,0.0625,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.05,0.16666666666666666,False,0.8,R3,0.5,0.1,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.85,"R1:0.5,0.1,0.5:m=0.1",0.0,R1,0.0,0.125,0.125,0.125,0.08333333333333333,0.0,0.1,0.125,False,1.0,R3,0.5,0.1,0.5,0.3333333333333333,0.0,1.0,0.0,0.0
1.0,1.0,,0.375,0.625,0.85,"R1:0.5,0.1,0.6:m=0",0.0,R1,0.3125,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.08333333333333333,0.0,0.0,0.2916666666666667,False,0.5833333333333334,R3,0.6,0.1,0.5,0.3333333333333333,0.25,0.75,0.0,0.0
1.0,1.0,,0.0,1.0,0.85,"R1:0.5,0.1,0.6:m=0.05",0.0,R1,0.0625,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.05,0.16666666666666666,False,0.8,R3,0.6,0.1,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.85,"R1:0.5,0.1,0.6:m=0.1",0.0,R1,0.0,0.125,0.125,0.125,0.08333333333333333,0.0,0.1,0.125,False,1.0,R3,0.6,0.1,0.5,0.3333333333333333,0.0,1.0,0.0,0.0
1.0,1.0,,0.375,0.625,0.85,"R1:0.5,0.1,0.7:m=0",0.0,R1,0.3125,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.08333333333333333,0.0,0.0,0.2916666666666667,False,0.5833333333333334,R3,0.7,0.1,0.5,0.3333333333333333,0.25,0.75,0.0,0.0
1.0,1.0,,0.0,1.0,0.85,"R1:0.5,0.1,0.7:m=0.05",0.0,R1,0.0625,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.05,0.16666666666666666,False,0.8,R3,0.7,0.1,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.85,"R1:0.5,0.1,0.7:m=0.1",0.0,R1,0.0,0.125,0.125,0.125,0.08333333333333333,0.0,0.1,0.125,False,1.0,R3,0.7,0.1,0.5,0.3333333333333333,0.0,1.0,0.0,0.0
1.0,1.0,,0.375,0.625,0.85,"R1:0.5,0.1,0.8:m=0",0.0,R1,0.3125,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.08333333333333333,0.0,0.0,0.2916666666666667,False,0.5833333333333334,R3,0.8,0.1,0.5,0.3333333333333333,0.25,0.75,0.0,0.0
1.0,1.0,,0.0,1.0,0.85,"R1:0.5,0.1,0.8:m=0.05",0.0,R1,0.0625,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.05,0.16666666666666666,False,0.8,R3,0.8,0.1,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.85,"R1:0.5,0.1,0.8:m=0.1",0.0,R1,0.0,0.125,0.125,0.125,0.08333333333333333,0.0,0.1,0.125,False,1.0,R3,0.8,0.1,0.5,0.3333333333333333,0.0,1.0,0.0,0.0
1.0,1.0,,0.375,0.625,0.85,"R1:0.5,0.1,0.9:m=0",0.0,R1,0.3125,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.08333333333333333,0.0,0.0,0.2916666666666667,False,0.5833333333333334,R3,0.9,0.1,0.5,0.3333333333333333,0.25,0.75,0.0,0.0
1.0,1.0,,0.0,1.0,0.85,"R1:0.5,0.1,0.9:m=0.05",0.0,R1,0.0625,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.05,0.16666666666666666,False,0.8,R3,0.9,0.1,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.85,"R1:0.5,0.1,0.9:m=0.1",0.0,R1,0.0,0.125,0.125,0.125,0.08333333333333333,0.0,0.1,0.125,False,1.0,R3,0.9,0.1,0.5,0.3333333333333333,0.0,1.0,0.0,0.0
1.0,1.0,,0.375,0.625,0.85,"R1:0.5,0.1,1:m=0",0.0,R1,0.3125,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.08333333333333333,0.0,0.0,0.2916666666666667,False,0.5833333333333334,R3,1.0,0.1,0.5,0.3333333333333333,0.25,0.75,0.0,0.0
1.0,1.0,,0.0,1.0,0.85,"R1:0.5,0.1,1:m=0.05",0.0,R1,0.0625,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.05,0.16666666666666666,False,0.8,R3,1.0,0.1,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.85,"R1:0.5,0.1,1:m=0.1",0.0,R1,0.0,0.125,0.125,0.125,0.08333333333333333,0.0,0.1,0.125,False,1.0,R3,1.0,0.1,0.5,0.3333333333333333,0.0,1.0,0.0,0.0
1.0,1.0,,0.375,0.625,0.85,"R1:0.5,0.1,1.25:m=0",0.0,R1,0.3125,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.08333333333333333,0.0,0.0,0.2916666666666667,False,0.5833333333333334,R3,1.25,0.1,0.5,0.3333333333333333,0.25,0.75,0.0,0.0
1.0,1.0,,0.0,1.0,0.85,"R1:0.5,0.1,1.25:m=0.05",0.0,R1,0.0625,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.05,0.16666666666666666,False,0.8,R3,1.25,0.1,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.85,"R1:0.5,0.1,1.25:m=0.1",0.0,R1,0.0,0.125,0.125,0.125,0.08333333333333333,0.0,0.1,0.125,False,1.0,R3,1.25,0.1,0.5,0.3333333333333333,0.0,1.0,0.0,0.0
0.8571428571428571,0.8571428571428571,,0.125,0.875,1.55,"R1:0.5,0.2,-0.5:m=0",0.0,R1,0.375,0.25,0.25,0.2916666666666667,0.0,0.5833333333333334,0.0,0.25,False,0.46153846153846156,R3,-0.5,0.2,0.5,0.6666666666666666,0.625,0.375,0.0,0.041666666666666664
0.8333333333333334,0.8333333333333334,,0.125,0.875,1.55,"R1:0.5,0.2,-0.5:m=0.05",0.0,R1,0.1875,0.20833333333333334,0.20833333333333334,0.25,0.0,0.5833333333333334,0.05,0.20833333333333334,False,0.5555555555555556,R3,-0.5,0.2,0.5,0.6666666666666666,0.25,0.75,0.0,0.041666666666666664
1.0,1.0,,0.0,1.0,1.55,"R1:0.5,0.2,-0.5:m=0.1",0.0,R1,0.125,0.125,0.125,0.125,0.0,0.5833333333333334,0.1,0.125,False,0.6,R3,-0.5,0.2,0.5,0.6666666666666666,0.25,0.75,0.0,0.0
0.8571428571428571,0.8571428571428571,,0.125,0.875,1.55,"R1:0.5,0.2,-0.25:m=0",0.0,R1,0.375,0.25,0.25,0.2916666666666667,0.0,0.5833333333333334,0.0,0.25,False,0.46153846153846156,R3,-0.25,0.2,0.5,0.6666666666666666,0.625,0.375,0.0,0.041666666666666664
0.8333333333333334,0.8333333333333334,,0.125,0.875,1.55,"R1:0.5,0.2,-0.25:m=0.05",0.0,R1,0.1875,0.20833333333333334,0.20833333333333334,0.25,0.0,0.5833333333333334,0.05,0.20833333333333334,False,0.5555555555555556,R3,-0.25,0.2,0.5,0.6666666666666666,0.25,0.75,0.0,0.041666666666666664
1.0,1.0,,0.0,1.0,1.55,"R1:0.5,0.2,-0.25:m=0.1",0.0,R1,0.125,0.125,0.125,0.125,0.0,0.5833333333333334,0.1,0.125,False,0.6,R3,-0.25,0.2,0.5,0.6666666666666666,0.25,0.75,0.0,0.0
0.8571428571428571,0.8571428571428571,,0.125,0.875,1.55,"R1:0.5,0.2,0:m=0",0.0,R1,0.375,0.25,0.25,0.2916666666666667,0.0,0.5833333333333334,0.0,0.25,False,0.46153846153846156,R3,0.0,0.2,0.5,0.6666666666666666,0.625,0.375,0.0,0.041666666666666664
0.8333333333333334,0.8333333333333334,,0.125,0.875,1.55,"R1:0.5,0.2,0:m=0.05",0.0,R1,0.1875,0.20833333333333334,0.20833333333333334,0.25,0.0,0.5833333333333334,0.05,0.20833333333333334,False,0.5555555555555556,R3,0.0,0.2,0.5,0.6666666666666666,0.25,0.75,0.0,0.041666666666666664
1.0,1.0,,0.0,1.0,1.55,"R1:0.5,0.2,0:m=0.1",0.0,R1,0.125,0.125,0.125,0.125,0.0,0.5833333333333334,0.1,0.125,False,0.6,R3,0.0,0.2,0.5,0.6666666666666666,0.25,0.75,0.0,0.0
0.8571428571428571,0.8571428571428571,,0.125,0.875,1.55,"R1:0.5,0.2,0.1:m=0",0.0,R1,0.375,0.25,0.25,0.2916666666666667,0.0,0.5833333333333334,0.0,0.25,False,0.46153846153846156,R3,0.1,0.2,0.5,0.6666666666666666,0.625,0.375,0.0,0.041666666666666664
0.8333333333333334,0.8333333333333334,,0.125,0.875,1.55,"R1:0.5,0.2,0.1:m=0.05",0.0,R1,0.1875,0.20833333333333334,0.20833333333333334,0.25,0.0,0.5833333333333334,0.05,0.20833333333333334,False,0.5555555555555556,R3,0.1,0.2,0.5,0.6666666666666666,0.25,0.75,0.0,0.041666666666666664
1.0,1.0,,0.0,1.0,1.55,"R1:0.5,0.2,0.1:m=0.1",0.0,R1,0.125,0.125,0.125,0.125,0.0,0.5833333333333334,0.1,0.125,False,0.6,R3,0.1,0.2,0.5,0.6666666666666666,0.25,0.75,0.0,0.0
0.8888888888888888,0.8888888888888888,,0.25,0.75,1.2,"R1:0.5,0.2,0.2:m=0",0.0,R1,0.25,0.3333333333333333,0.3333333333333333,0.375,0.08333333333333333,0.4166666666666667,0.0,0.3333333333333333,False,0.6153846153846154,R3,0.2,0.2,0.5,0.625,0.25,0.75,0.0,0.041666666666666664
0.8888888888888888,0.8888888888888888,,0.125,0.875,1.2,"R1:0.5,0.2,0.2:m=0.05",0.0,R1,0.125,0.3333333333333333,0.3333333333333333,0.375,0.08333333333333333,0.4166666666666667,0.05,0.3333333333333333,False,0.7272727272727273,R3,0.2,0.2,0.5,0.625,0.125,0.875,0.0,0.041666666666666664
1.0,1.0,,0.0,1.0,1.2,"R1:0.5,0.2,0.2:m=0.1",0.0,R1,0.0,0.25,0.25,0.25,0.08333333333333333,0.4166666666666667,0.1,0.25,False,1.0,R3,0.2,0.2,0.5,0.625,0.0,1.0,0.0,0.0
1.0,1.0,,0.375,0.625,0.8,"R1:0.5,0.2,0.3:m=0",0.0,R1,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20833333333333334,0.0,0.3333333333333333,False,0.6666666666666666,R3,0.3,0.2,0.5,0.5,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.8,"R1:0.5,0.2,0.3:m=0.05",0.0,R1,0.0625,0.25,0.25,0.25,0.3333333333333333,0.20833333333333334,0.05,0.25,False,0.8571428571428571,R3,0.3,0.2,0.5,0.5,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.8,"R1:0.5,0.2,0.3:m=0.1",0.0,R1,0.0,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.3333333333333333,0.20833333333333334,0.1,0.20833333333333334,False,1.0,R3,0.3,0.2,0.5,0.5,0.0,1.0,0.0,0.0
1.0,1.0,,0.375,0.625,0.6,"R1:0.5,0.2,0.4:m=0",0.0,R1,0.25,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.4166666666666667,0.08333333333333333,0.0,0.2916666666666667,False,0.6363636363636364,R3,0.4,0.2,0.5,0.375,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.6,"R1:0.5,0.2,0.4:m=0.05",0.0,R1,0.0625,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.08333333333333333,0.05,0.16666666666666666,False,0.8,R3,0.4,0.2,0.5,0.375,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.6,"R1:0.5,0.2,0.4:m=0.1",0.0,R1,0.0,0.125,0.125,0.125,0.4166666666666667,0.08333333333333333,0.1,0.125,False,1.0,R3,0.4,0.2,0.5,0.375,0.0,1.0,0.0,0.0
1.0,1.0,,0.375,0.625,0.55,"R1:0.5,0.2,0.5:m=0",0.0,R1,0.25,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.4166666666666667,0.0,0.0,0.2916666666666667,False,0.6363636363636364,R3,0.5,0.2,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.55,"R1:0.5,0.2,0.5:m=0.05",0.0,R1,0.0625,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.0,0.05,0.16666666666666666,False,0.8,R3,0.5,0.2,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.55,"R1:0.5,0.2,0.5:m=0.1",0.0,R1,0.0,0.125,0.125,0.125,0.4166666666666667,0.0,0.1,0.125,False,1.0,R3,0.5,0.2,0.5,0.3333333333333333,0.0,1.0,0.0,0.0
1.0,1.0,,0.375,0.625,0.55,"R1:0.5,0.2,0.6:m=0",0.0,R1,0.25,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.4166666666666667,0.0,0.0,0.2916666666666667,False,0.6363636363636364,R3,0.6,0.2,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.55,"R1:0.5,0.2,0.6:m=0.05",0.0,R1,0.0625,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.0,0.05,0.16666666666666666,False,0.8,R3,0.6,0.2,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.55,"R1:0.5,0.2,0.6:m=0.1",0.0,R1,0.0,0.125,0.125,0.125,0.4166666666666667,0.0,0.1,0.125,False,1.0,R3,0.6,0.2,0.5,0.3333333333333333,0.0,1.0,0.0,0.0
1.0,1.0,,0.375,0.625,0.55,"R1:0.5,0.2,0.7:m=0",0.0,R1,0.25,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.4166666666666667,0.0,0.0,0.2916666666666667,False,0.6363636363636364,R3,0.7,0.2,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.55,"R1:0.5,0.2,0.7:m=0.05",0.0,R1,0.0625,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.0,0.05,0.16666666666666666,False,0.8,R3,0.7,0.2,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.55,"R1:0.5,0.2,0.7:m=0.1",0.0,R1,0.0,0.125,0.125,0.125,0.4166666666666667,0.0,0.1,0.125,False,1.0,R3,0.7,0.2,0.5,0.3333333333333333,0.0,1.0,0.0,0.0
1.0,1.0,,0.375,0.625,0.55,"R1:0.5,0.2,0.8:m=0",0.0,R1,0.25,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.4166666666666667,0.0,0.0,0.2916666666666667,False,0.6363636363636364,R3,0.8,0.2,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.55,"R1:0.5,0.2,0.8:m=0.05",0.0,R1,0.0625,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.0,0.05,0.16666666666666666,False,0.8,R3,0.8,0.2,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.55,"R1:0.5,0.2,0.8:m=0.1",0.0,R1,0.0,0.125,0.125,0.125,0.4166666666666667,0.0,0.1,0.125,False,1.0,R3,0.8,0.2,0.5,0.3333333333333333,0.0,1.0,0.0,0.0
1.0,1.0,,0.375,0.625,0.55,"R1:0.5,0.2,0.9:m=0",0.0,R1,0.25,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.4166666666666667,0.0,0.0,0.2916666666666667,False,0.6363636363636364,R3,0.9,0.2,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.55,"R1:0.5,0.2,0.9:m=0.05",0.0,R1,0.0625,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.0,0.05,0.16666666666666666,False,0.8,R3,0.9,0.2,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.55,"R1:0.5,0.2,0.9:m=0.1",0.0,R1,0.0,0.125,0.125,0.125,0.4166666666666667,0.0,0.1,0.125,False,1.0,R3,0.9,0.2,0.5,0.3333333333333333,0.0,1.0,0.0,0.0
1.0,1.0,,0.375,0.625,0.55,"R1:0.5,0.2,1:m=0",0.0,R1,0.25,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.4166666666666667,0.0,0.0,0.2916666666666667,False,0.6363636363636364,R3,1.0,0.2,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.55,"R1:0.5,0.2,1:m=0.05",0.0,R1,0.0625,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.0,0.05,0.16666666666666666,False,0.8,R3,1.0,0.2,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.55,"R1:0.5,0.2,1:m=0.1",0.0,R1,0.0,0.125,0.125,0.125,0.4166666666666667,0.0,0.1,0.125,False,1.0,R3,1.0,0.2,0.5,0.3333333333333333,0.0,1.0,0.0,0.0
1.0,1.0,,0.375,0.625,0.55,"R1:0.5,0.2,1.25:m=0",0.0,R1,0.25,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.4166666666666667,0.0,0.0,0.2916666666666667,False,0.6363636363636364,R3,1.25,0.2,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.55,"R1:0.5,0.2,1.25:m=0.05",0.0,R1,0.0625,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.0,0.05,0.16666666666666666,False,0.8,R3,1.25,0.2,0.5,0.3333333333333333,0.125,0.875,0.0,0.0
1.0,1.0,,0.0,1.0,0.55,"R1:0.5,0.2,1.25:m=0.1",0.0,R1,0.0,0.125,0.125,0.125,0.4166666666666667,0.0,0.1,0.125,False,1.0,R3,1.25,0.2,0.5,0.3333333333333333,0.0,1.0,0.0,0.0
0.8,0.8,,0.5,0.5,1.175,"R1:0.5,0.3,-0.5:m=0",0.0,R1,0.5625,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.0,0.25,0.0,0.3333333333333333,False,0.42105263157894735,R3,-0.5,0.3,0.5,0.5416666666666666,0.625,0.375,0.0,0.08333333333333333
0.7777777777777778,0.7777777777777778,,0.375,0.625,1.175,"R1:0.5,0.3,-0.5:m=0.05",0.0,R1,0.3125,0.2916666666666667,0.2916666666666667,0.375,0.0,0.25,0.05,0.2916666666666667,False,0.5,R3,-0.5,0.3,0.5,0.5416666666666666,0.25,0.75,0.0,0.08333333333333333
0.8333333333333334,0.8333333333333334,,0.125,0.875,1.175,"R1:0.5,0.3,-0.5:m=0.1",0.0,R1,0.1875,0.20833333333333334,0.20833333333333334,0.25,0.0,0.25,0.1,0.20833333333333334,False,0.5555555555555556,R3,-0.5,0.3,0.5,0.5416666666666666,0.25,0.75,0.0,0.041666666666666664
0.8,0.8,,0.5,0.5,1.175,"R1:0.5,0.3,-0.25:m=0",0.0,R1,0.5625,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.0,0.25,0.0,0.3333333333333333,False,0.42105263157894735,R3,-0.25,0.3,0.5,0.5416666666666666,0.625,0.375,0.0,0.08333333333333333
0.7777777777777778,0.7777777777777778,,0.375,0.625,1.175,"R1:0.5,0.3,-0.25:m=0.05",0.0,R1,0.3125,0.2916666666666667,0.2916666666666667,0.375,0.0,0.25,0.05,0.2916666666666667,False,0.5,R3,-0.25,0.3,0.5,0.5416666666666666,0.25,0.75,0.0,0.08333333333333333
0.8333333333333334,0.8333333333333334,,0.125,0.875,1.175,"R1:0.5,0.3,-0.25:m=0.1",0.0,R1,0.1875,0.20833333333333334,0.20833333333333334,0.25,0.0,0.25,0.1,0.20833333333333334,False,0.5555555555555556,R3,-0.25,0.3,0.5,0.5416666666666666,0.25,0.75,0.0,0.041666666666666664
0.8,0.8,,0.5,0.5,1.175,"R1:0.5,0.3,0:m=0",0.0,R1,0.5625,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.0,0.25,0.0,0.3333333333333333,False,0.42105263157894735,R3,0.0,0.3,0.5,0.5416666666666666,0.625,0.375,0.0,0.08333333333333333
0.7777777777777778,0.7777777777777778,,0.375,0.625,1.175,"R1:0.5,0.3,0:m=0.05",0.0,R1,0.3125,0.2916666666666667,0.2916666666666667,0.375,0.0,0.25,0.05,0.2916666666666667,False,0.5,R3,0.0,0.3,0.5,0.5416666666666666,0.25,0.75,0.0,0.08333333333333333
0.8333333333333334,0.8333333333333334,,0.125,0.875,1.175,"R1:0.5,0.3,0:m=0.1",0.0,R1,0.1875,0.20833333333333334,0.20833333333333334,0.25,0.0,0.25,0.1,0.20833333333333334,False,0.5555555555555556,R3,0.0,0.3,0.5,0.5416666666666666,0.25,0.75,0.0,0.041666666666666664
0.8,0.8,,0.5,0.5,1.175,"R1:0.5,0.3,0.1:m=0",0.0,R1,0.5625,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.0,0.25,0.0,0.3333333333333333,False,0.42105263157894735,R3,0.1,0.3,0.5,0.5416666666666666,0.625,0.375,0.0,0.08333333333333333
0.7777777777777778,0.7777777777777778,,0.375,0.625,1.175,"R1:0.5,0.3,0.1:m=0.05",0.0,R1,0.3125,0.2916666666666667,0.2916666666666667,0.375,0.0,0.25,0.05,0.2916666666666667,False,0.5,R3,0.1,0.3,0.5,0.5416666666666666,0.25,0.75,0.0,0.08333333333333333
0.8333333333333334,0.8333333333333334,,0.125,0.875,1.175,"R1:0.5,0.3,0.1:m=0.1",0.0,R1,0.1875,0.20833333333333334,0.20833333333333334,0.25,0.0,0.25,0.1,0.20833333333333334,False,0.5555555555555556,R3,0.1,0.3,0.5,0.5416666666666666,0.25,0.75,0.0,0.041666666666666664
0.8181818181818182,0.8181818181818182,,0.5,0.5,0.825,"R1:0.5,0.3,0.2:m=0",0.0,R1,0.3125,0.375,0.375,0.4583333333333333,0.16666666666666666,0.16666666666666666,0.0,0.375,False,0.5625,R3,0.2,0.3,0.5,0.5,0.125,0.875,0.0,0.08333333333333333
0.8181818181818182,0.8181818181818182,,0.375,0.625,0.825,"R1:0.5,0.3,0.2:m=0.05",0.0,R1,0.1875,0.375,0.375,0.4583333333333333,0.16666666666666666,0.16666666666666666,0.05,0.375,False,0.6428571428571429,R3,0.2,0.3,0.5,0.5,0.0,1.0,0.0,0.08333333333333333
0.875,0.875,,0.125,0.875,0.825,"R1:0.5,0.3,0.2:m=0.1",0.0,R1,0.0625,0.2916666666666667,0.2916666666666667,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.1,0.2916666666666667,False,0.7777777777777778,R3,0.2,0.3,0.5,0.5,0.0,1.0,0.0,0.041666666666666664
0.8888888888888888,0.8888888888888888,,0.375,0.625,0.425,"R1:0.5,0.3,0.3:m=0",0.0,R1,0.1875,0.3333333333333333,0.3333333333333333,0.375,0.5416666666666666,0.08333333333333333,0.0,0.3333333333333333,False,0.6666666666666666,R3,0.3,0.3,0.5,0.375,0.0,1.0,0.0,0.041666666666666664
0.875,0.875,,0.25,0.75,0.425,"R1:0.5,0.3,0.3:m=0.05",0.0,R1,0.125,0.2916666666666667,0.2916666666666667,0.3333333333333333,0.5416666666666666,0.08333333333333333,0.05,0.2916666666666667,False,0.7,R3,0.3,0.3,0.5,0.375,0.0,1.0,0.0,0.041666666666666664
0.8571428571428571,0.8571428571428571,,0.125,0.875,0.425,"R1:0.5,0.3,0.3:m=0.1",0.0,R1,0.0625,0.25,0.25,0.2916666666666667,0.5416666666666666,0.08333333333333333,0.1,0.25,False,0.75,R3,0.3,0.3,0.5,0.375,0.0,1.0,0.0,0.041666666666666664
0.8571428571428571,0.8571428571428571,,0.125,0.875,0.225,"R1:0.5,0.3,0.4:m=0",0.0,R1,0.0625,0.25,0.25,0.2916666666666667,0.6666666666666666,0.0,0.0,0.25,False,0.75,R3,0.4,0.3,0.5,0.25,0.0,1.0,0.0,0.041666666666666664
0.8,0.8,,0.0,1.0,0.225,"R1:0.5,0.3,0.4:m=0.05",0.0,R1,0.0,0.16666666666666666,0.16666666666666666,0.20833333333333334,0.6666666666666666,0.0,0.05,0.16666666666666666,False,0.8,R3,0.4,0.3,0.5,0.25,0.0,1.0,0.0,0.041666666666666664
0.75,0.75,,0.0,1.0,0.225,"R1:0.5,0.3,0.4:m=0.1",0.0,R1,0.0,0.125,0.125,0.16666666666666666,0.6666666666666666,0.0,0.1,0.125,False,0.75,R3,0.4,0.3,0.5,0.25,0.0,1.0,0.0,0.041666666666666664
1.0,1.0,,0.125,0.875,0.175,"R1:0.5,0.3,0.5:m=0",0.0,R1,0.0625,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.75,0.0,0.0,0.20833333333333334,False,0.8333333333333334,R3,0.5,0.3,0.5,0.20833333333333334,0.0,1.0,0.0,0.0
1.0,1.0,,0.0,1.0,0.175,"R1:0.5,0.3,0.5:m=0.05",0.0,R1,0.0,0.125,0.125,0.125,0.75,0.0,0.05,0.125,False,1.0,R3,0.5,0.3,0.5,0.20833333333333334,0.0,1.0,0.0,0.0
1.0,1.0,,0.0,1.0,0.175,"R1:0.5,0.3,0.5:m=0.1",0.0,R1,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.75,0.0,0.1,0.08333333333333333,False,1.0,R3,0.5,0.3,0.5,0.20833333333333334,0.0,1.0,0.0,0.0
1.0,1.0,,0.125,0.875,0.175,"R1:0.5,0.3,0.6:m=0",0.0,R1,0.0625,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.75,0.0,0.0,0.20833333333333334,False,0.8333333333333334,R3,0.6,0.3,0.5,0.20833333333333334,0.0,1.0,0.0,0.0
1.0,1.0,,0.0,1.0,0.175,"R1:0.5,0.3,0.6:m=0.05",0.0,R1,0.0,0.125,0.125,0.125,0.75,0.0,0.05,0.125,False,1.0,R3,0.6,0.3,0.5,0.20833333333333334,0.0,1.0,0.0,0.0
