step,phase,main_learning_rate,relation_encoder_learning_rate,loss,fact_supcon_loss,relation_ce_loss,relation_supcon_loss,entity_ce_loss,template_adversary_loss,gradient_norm,validation_gate_count,validation_relation_head,validation_relation_probe,validation_relation_template_margin,validation_centroid_top1,validation_row_1nn,validation_mrr,validation_fact_template_margin,validation_fact_silhouette,validation_entity_probe,validation_template_probe
750,joint,0.0005423881197579144,0.00010847762395158289,1.4666621685028076,0.7014743685722351,0.03312191367149353,1.7925755977630615,1.503125786781311,1.7897285223007202,0.2691577672958374,5,0.8333333134651184,0.8333333134651184,0.3580557519647603,0.7708333333333334,0.7708333333333334,0.8023585615773116,0.6508614420890808,0.7505695223808289,0.9479166865348816,0.4722222089767456
800,joint,0.0004873247560756324,9.746495121512648e-05,1.4466586112976074,0.7015595436096191,0.031124288216233253,1.7928733825683594,1.408008098602295,1.7872110605239868,0.28034335374832153,5,0.8333333134651184,0.8333333134651184,0.3645339220930408,0.78125,0.7708333333333334,0.8097748721186221,0.6590287089347839,0.7552802562713623,0.9583333134651184,0.6111111044883728
850,joint,0.0004324152526842517,8.648305053685034e-05,1.417266607284546,0.6983275413513184,0.03153282776474953,1.7929136753082275,1.2776118516921997,1.7813504934310913,0.23061096668243408,5,0.8333333134651184,0.8333333134651184,0.3642262894168703,0.78125,0.7708333333333334,0.8085586238439499,0.660249263048172,0.7606443762779236,0.9479166865348816,0.5833333134651184
900,joint,0.0003783261365725592,7.566522731451185e-05,1.4054099321365356,0.6978511810302734,0.027815556153655052,1.7935370206832886,1.2275300025939941,1.7887495756149292,0.23496875166893005,5,0.8333333134651184,0.8333333134651184,0.36715520605470775,0.78125,0.78125,0.8086364445739446,0.6640140116214752,0.7630671858787537,0.9479166865348816,0.5555555820465088
950,joint,0.0003257139763390925,6.514279526781851e-05,1.3942174911499023,0.6955364942550659,0.027705123648047447,1.7930324077606201,1.1826485395431519,1.7938450574874878,0.20503731071949005,5,0.8333333134651184,0.8333333134651184,0.3662722815073923,0.78125,0.78125,0.80758150992526,0.6617736965417862,0.7623799443244934,0.9583333134651184,0.6388888955116272
1000,joint,0.000275217412338765,5.5043482467753e-05,1.3822638988494873,0.699816107749939,0.026505256071686745,1.7926361560821533,1.1053353548049927,1.7920174598693848,0.2445165365934372,5,0.8333333134651184,0.8333333134651184,0.36676369863044883,0.78125,0.78125,0.8076409651137912,0.6656756699085236,0.7657431960105896,0.9583333134651184,0.5972222089767456
1050,joint,0.00022744940445408203,4.548988089081641e-05,1.3900885581970215,0.6998783946037292,0.02570061944425106,1.7931616306304932,1.1436315774917603,1.8000251054763794,0.21239513158798218,5,0.8333333134651184,0.8333333134651184,0.37218548848630034,0.78125,0.78125,0.8075089840714841,0.6687327921390533,0.7671065926551819,0.9583333134651184,0.5694444179534912
1100,joint,0.0001829897915925055,3.65979583185011e-05,1.3673619031906128,0.6954547166824341,0.025537559762597084,1.7926931381225586,1.0522499084472656,1.8029941320419312,0.17788180708885193,5,0.8333333134651184,0.8333333134651184,0.3740858661929249,0.78125,0.78125,0.8072858514774276,0.6612570583820343,0.7662911415100098,0.9583333134651184,0.5833333134651184
1150,joint,0.00014237825322758736,2.8475650645517472e-05,1.3691790103912354,0.6966532468795776,0.024403927847743034,1.792799949645996,1.0619549751281738,1.7874555587768555,0.17263519763946533,5,0.8333333134651184,0.8333333134651184,0.3743114018295374,0.78125,0.78125,0.8085919867169867,0.6713319271802902,0.7678864598274231,0.9583333134651184,0.5416666865348816
1200,joint,0.00010610775842122971,2.1221551684245944e-05,1.3609044551849365,0.6980413198471069,0.023222580552101135,1.793029546737671,1.0189543962478638,1.7771005630493164,0.2005351036787033,5,0.8333333134651184,0.8333333134651184,0.37326937708098235,0.78125,0.78125,0.8080804322991822,0.6687180250883102,0.7693770527839661,0.9583333134651184,0.5555555820465088
1250,joint,7.461858184706777e-05,1.4923716369413555e-05,1.3594475984573364,0.698931097984314,0.023770948871970177,1.7939660549163818,1.0012575387954712,1.791727900505066,0.21004502475261688,5,0.8333333134651184,0.8333333134651184,0.36915666605733954,0.78125,0.78125,0.8078588367650869,0.66988205909729,0.7690434455871582,0.9583333134651184,0.6527777910232544
1300,joint,4.829295945234258e-05,9.658591890468517e-06,1.3603508472442627,0.6975240707397461,0.02350032888352871,1.792902946472168,1.0150803327560425,1.7895973920822144,0.19602809846401215,5,0.8333333134651184,0.8333333134651184,0.36868069759673544,0.78125,0.78125,0.807753617909868,0.6663774698972702,0.769862711429596,0.9583333134651184,0.6388888955116272
1350,joint,2.7450448631293034e-05,5.490089726258607e-06,1.367124080657959,0.6989166736602783,0.023393264040350914,1.7924339771270752,1.0447897911071777,1.7813200950622559,0.19577379524707794,5,0.8333333134651184,0.8333333134651184,0.3685574347476682,0.78125,0.78125,0.8078777075380336,0.6651441007852554,0.76978999376297,0.9583333134651184,0.5972222089767456
1400,joint,1.2344049231273301e-05,2.4688098462546604e-06,1.3604991436004639,0.6996054649353027,0.02260497212409973,1.794232726097107,1.0015064477920532,1.8088668584823608,0.2969449460506439,5,0.8333333134651184,0.8333333134651184,0.36806364355660565,0.78125,0.78125,0.8078204731057993,0.664869025349617,0.7698152661323547,0.9583333134651184,0.5972222089767456
1450,joint,3.1571324773286282e-06,6.314264954657257e-07,1.361232876777649,0.6970552206039429,0.023362910374999046,1.7932307720184326,1.0209115743637085,1.7933565378189087,0.17054560780525208,5,0.8333333134651184,0.8333333134651184,0.36842295493697746,0.78125,0.78125,0.8078777075380336,0.6666892617940903,0.770134449005127,0.9583333134651184,0.5972222089767456
1500,joint,1.2150939247002058e-09,2.4301878494004116e-10,1.3581072092056274,0.698452353477478,0.023193323984742165,1.7925183773040771,0.9980978965759277,1.7986994981765747,0.19133320450782776,5,0.8333333134651184,0.8333333134651184,0.3685052519069157,0.78125,0.78125,0.8078777075380336,0.6669573038816452,0.7701823711395264,0.9583333134651184,0.5972222089767456
