step,phase,main_learning_rate,relation_encoder_learning_rate,loss,fact_supcon_loss,relation_ce_loss,relation_supcon_loss,entity_ce_loss,template_adversary_loss,gradient_norm,validation_gate_count,validation_relation_head,validation_relation_probe,validation_relation_template_margin,validation_centroid_top1,validation_row_1nn,validation_mrr,validation_fact_template_margin,validation_fact_silhouette,validation_entity_probe,validation_template_probe
50,relation_pretrain,0.0006666666666666666,0.0006666666666666666,0.9992901086807251,0.0,1.0728861093521118,1.8579577207565308,0.0,1.8251110315322876,0.5734589695930481,1,0.6666666865348816,0.8333333134651184,0.27828274820413856,0.6666666666666666,0.6770833333333334,0.7874332264957266,0.05320626497268677,-0.0531611442565918,0.84375,1.0
100,relation_pretrain,0.0009993002688846913,0.0009993002688846913,0.7352805137634277,0.0,0.5580816864967346,1.8350541591644287,0.0,1.7845767736434937,0.5963814854621887,1,0.8333333134651184,0.8333333134651184,0.4646476187381066,0.5416666666666666,0.53125,0.647275482959224,0.16480785608291626,-0.0766906812787056,0.8645833134651184,1.0
150,relation_pretrain,0.0009933608878242154,0.0009933608878242154,0.6245136857032776,0.0,0.35137590765953064,1.7960914373397827,0.0,1.7921485900878906,0.18546870350837708,2,0.8333333134651184,0.8333333134651184,0.3364572345382637,0.6354166666666666,0.6458333333333334,0.7128311617538704,0.15234267711639404,-0.05862104520201683,0.90625,1.0
200,relation_pretrain,0.0009814327739099229,0.0009814327739099229,0.557546854019165,0.0,0.21160419285297394,1.797389268875122,0.0,1.8453387022018433,0.15628409385681152,1,0.8333333134651184,0.8333333134651184,0.33300684762911664,0.6875,0.6666666666666666,0.745023994073433,0.15374070405960083,-0.0529060997068882,0.8958333134651184,1.0
250,relation_pretrain,0.0009636607182864827,0.0009636607182864827,0.532123863697052,0.0,0.16555243730545044,1.7940114736557007,0.0,1.810907006263733,0.09609463810920715,2,0.8333333134651184,0.8333333134651184,0.3309451065491885,0.6770833333333334,0.6458333333333334,0.7403705354677684,0.15429484844207764,-0.05241435766220093,0.9166666865348816,1.0
300,relation_pretrain,0.0009402604496344984,0.0009402604496344984,0.5049238204956055,0.0,0.11391294002532959,1.7929561138153076,0.0,1.7875229120254517,0.06767634302377701,2,0.8333333134651184,0.8333333134651184,0.3497927501823546,0.6979166666666666,0.6770833333333334,0.7516812344477786,0.16039901971817017,-0.05148153007030487,0.90625,1.0
350,joint,0.0009115160155165614,0.00018230320310331228,1.95317542552948,0.9174548387527466,0.09461277723312378,1.7934221029281616,2.694737672805786,1.8156458139419556,4.53264045715332,5,0.8333333134651184,0.8333333134651184,0.34917003783500855,0.7291666666666666,0.7604166666666666,0.7899529477194919,0.5680615305900574,0.5661213994026184,0.9375,0.9583333134651184
400,joint,0.0008777763344246211,0.00017555526688492422,1.7858644723892212,0.7973260879516602,0.0770825520157814,1.7939800024032593,2.5123202800750732,1.774741530418396,1.9438668489456177,5,0.8333333134651184,0.8333333134651184,0.3701959601137787,0.78125,0.78125,0.8090940650586939,0.49881094694137573,0.5689037442207336,0.96875,0.9722222089767456
450,joint,0.0008394509603821498,0.00016789019207642998,1.6408559083938599,0.7106944918632507,0.0679999366402626,1.792580008506775,2.244558572769165,1.7746750116348267,0.4206826388835907,5,0.8333333134651184,0.8333333134651184,0.3535752943458243,0.7604166666666666,0.7604166666666666,0.8074718539562289,0.6887495070695877,0.7081160545349121,0.96875,0.8333333134651184
500,joint,0.0007970051115130965,0.00015940102230261932,1.6594973802566528,0.7708351016044617,0.061427127569913864,1.792358160018921,2.051478624343872,1.7836261987686157,1.6690800189971924,5,0.8333333134651184,0.8333333134651184,0.35928687163007755,0.75,0.7604166666666666,0.7915332352832353,0.6319387555122375,0.6992002129554749,0.96875,0.75
550,joint,0.0007509540229240601,0.00015019080458481202,1.5651094913482666,0.6990079283714294,0.04918980225920677,1.792806625366211,1.9596561193466187,1.8202828168869019,0.24384719133377075,5,0.8333333134651184,0.8333333134651184,0.3626906451820913,0.7604166666666666,0.75,0.7974567504255005,0.6677307188510895,0.7268508076667786,0.96875,0.9027777910232544
600,joint,0.0007018566924480542,0.00014037133848961085,1.5374270677566528,0.7070298194885254,0.04551580175757408,1.7929024696350098,1.7991145849227905,1.7847179174423218,0.3511112332344055,5,0.8333333134651184,0.8333333134651184,0.35588402742675196,0.7604166666666666,0.7604166666666666,0.8010370127557628,0.6790163516998291,0.7440356612205505,0.96875,0.8472222089767456
650,joint,0.0006503090951680512,0.00013006181903361025,1.5010005235671997,0.7012060880661011,0.04334903880953789,1.794023871421814,1.645097255706787,1.805912971496582,0.40190422534942627,5,0.8333333134651184,0.8333333134651184,0.3693698478487527,0.7604166666666666,0.7604166666666666,0.8006347768576029,0.6756666302680969,0.7467051148414612,0.9583333134651184,0.8194444179534912
700,joint,0.0005969369490868042,0.00011938738981736085,1.486380696296692,0.696488082408905,0.03742329403758049,1.7930172681808472,1.6126645803451538,1.80089271068573,0.24313342571258545,5,0.8333333134651184,0.8333333134651184,0.37061687040711855,0.7604166666666666,0.7708333333333334,0.8002964917027416,0.6666618287563324,0.7514872550964355,0.9583333134651184,0.6805555820465088
