ast_node_count,case_id,certificate_bytes,clause_count,literal_count,method,serialized_bytes,split
16,f2c-development-0092,0,3,2,Passive Symbolic Learner,1732,development
16,f2c-development-0093,0,3,2,Passive Symbolic Learner,1735,development
16,f2c-development-0094,0,3,2,Passive Symbolic Learner,1734,development
41,f2c-development-0095,0,7,5,Passive Symbolic Learner,3624,development
16,f2c-development-0096,0,3,2,Passive Symbolic Learner,1734,development
16,f2c-development-0097,0,3,2,Passive Symbolic Learner,1732,development
16,f2c-development-0098,0,3,2,Passive Symbolic Learner,1732,development
10,f2c-development-0099,0,2,1,Passive Symbolic Learner,1212,development
10,f2c-development-0100,0,2,1,Passive Symbolic Learner,1212,development
16,f2c-development-0101,0,3,2,Passive Symbolic Learner,1732,development
16,f2c-development-0102,0,3,2,Passive Symbolic Learner,1732,development
16,f2c-development-0103,0,3,2,Passive Symbolic Learner,1735,development
16,f2c-development-0104,0,3,2,Passive Symbolic Learner,1734,development
41,f2c-development-0105,0,7,5,Passive Symbolic Learner,3624,development
16,f2c-development-0106,0,3,2,Passive Symbolic Learner,1734,development
16,f2c-development-0107,0,3,2,Passive Symbolic Learner,1732,development
16,f2c-development-0108,0,3,2,Passive Symbolic Learner,1732,development
10,f2c-development-0109,0,2,1,Passive Symbolic Learner,1212,development
10,f2c-development-0110,0,2,1,Passive Symbolic Learner,1212,development
16,f2c-development-0111,0,3,2,Passive Symbolic Learner,1732,development
16,f2c-development-0112,0,3,2,Passive Symbolic Learner,1732,development
16,f2c-development-0113,0,3,2,Passive Symbolic Learner,1735,development
16,f2c-development-0114,0,3,2,Passive Symbolic Learner,1734,development
41,f2c-development-0115,0,7,5,Passive Symbolic Learner,3624,development
16,f2c-development-0116,0,3,2,Passive Symbolic Learner,1734,development
16,f2c-development-0117,0,3,2,Passive Symbolic Learner,1732,development
16,f2c-development-0118,0,3,2,Passive Symbolic Learner,1732,development
10,f2c-development-0119,0,2,1,Passive Symbolic Learner,1212,development
10,f2c-development-0120,0,2,1,Passive Symbolic Learner,1212,development
56,f2c-development-0081,0,4,32,CEGIS-No-Minimization,4603,development
56,f2c-development-0082,0,4,32,CEGIS-No-Minimization,4603,development
6,f2c-development-0083,0,2,0,CEGIS-No-Minimization,925,development
56,f2c-development-0084,0,4,32,CEGIS-No-Minimization,4605,development
12,f2c-development-0085,0,4,0,CEGIS-No-Minimization,1445,development
56,f2c-development-0086,0,4,32,CEGIS-No-Minimization,4605,development
56,f2c-development-0087,0,4,32,CEGIS-No-Minimization,4574,development
11,f2c-development-0088,0,3,0,CEGIS-No-Minimization,1323,development
31,f2c-development-0089,0,3,12,CEGIS-No-Minimization,2635,development
6,f2c-development-0090,0,2,0,CEGIS-No-Minimization,925,development
56,f2c-development-0091,0,4,32,CEGIS-No-Minimization,4603,development
56,f2c-development-0092,0,4,32,CEGIS-No-Minimization,4603,development
6,f2c-development-0093,0,2,0,CEGIS-No-Minimization,925,development
56,f2c-development-0094,0,4,32,CEGIS-No-Minimization,4605,development
12,f2c-development-0095,0,4,0,CEGIS-No-Minimization,1445,development
56,f2c-development-0096,0,4,32,CEGIS-No-Minimization,4605,development
56,f2c-development-0097,0,4,32,CEGIS-No-Minimization,4574,development
11,f2c-development-0098,0,3,0,CEGIS-No-Minimization,1323,development
31,f2c-development-0099,636,3,12,CEGIS-No-Minimization,2635,development
6,f2c-development-0100,0,2,0,CEGIS-No-Minimization,925,development
56,f2c-development-0101,0,4,32,CEGIS-No-Minimization,4603,development
56,f2c-development-0102,0,4,32,CEGIS-No-Minimization,4603,development
6,f2c-development-0103,0,2,0,CEGIS-No-Minimization,925,development
56,f2c-development-0104,0,4,32,CEGIS-No-Minimization,4605,development
12,f2c-development-0105,0,4,0,CEGIS-No-Minimization,1445,development
56,f2c-development-0106,0,4,32,CEGIS-No-Minimization,4605,development
56,f2c-development-0107,0,4,32,CEGIS-No-Minimization,4574,development
11,f2c-development-0108,0,3,0,CEGIS-No-Minimization,1323,development
31,f2c-development-0109,0,3,12,CEGIS-No-Minimization,2635,development
6,f2c-development-0110,0,2,0,CEGIS-No-Minimization,925,development
56,f2c-development-0111,0,4,32,CEGIS-No-Minimization,4603,development
56,f2c-development-0112,0,4,32,CEGIS-No-Minimization,4603,development
6,f2c-development-0113,0,2,0,CEGIS-No-Minimization,925,development
56,f2c-development-0114,0,4,32,CEGIS-No-Minimization,4605,development
12,f2c-development-0115,0,4,0,CEGIS-No-Minimization,1445,development
56,f2c-development-0116,0,4,32,CEGIS-No-Minimization,4605,development
56,f2c-development-0117,0,4,32,CEGIS-No-Minimization,4574,development
11,f2c-development-0118,0,3,0,CEGIS-No-Minimization,1323,development
31,f2c-development-0119,636,3,12,CEGIS-No-Minimization,2635,development
6,f2c-development-0120,0,2,0,CEGIS-No-Minimization,925,development
53,f2c-development-0081,0,4,26,AuthSynth-Symbolic,4271,development
53,f2c-development-0082,0,4,26,AuthSynth-Symbolic,4271,development
6,f2c-development-0083,0,2,0,AuthSynth-Symbolic,925,development
53,f2c-development-0084,0,4,26,AuthSynth-Symbolic,4273,development
12,f2c-development-0085,0,4,0,AuthSynth-Symbolic,1445,development
53,f2c-development-0086,0,4,26,AuthSynth-Symbolic,4273,development
53,f2c-development-0087,0,4,26,AuthSynth-Symbolic,4242,development
11,f2c-development-0088,0,3,0,AuthSynth-Symbolic,1323,development
31,f2c-development-0089,0,3,12,AuthSynth-Symbolic,2635,development
6,f2c-development-0090,0,2,0,AuthSynth-Symbolic,925,development
53,f2c-development-0091,0,4,26,AuthSynth-Symbolic,4271,development
53,f2c-development-0092,0,4,26,AuthSynth-Symbolic,4271,development
6,f2c-development-0093,0,2,0,AuthSynth-Symbolic,925,development
53,f2c-development-0094,0,4,26,AuthSynth-Symbolic,4273,development
12,f2c-development-0095,0,4,0,AuthSynth-Symbolic,1445,development
53,f2c-development-0096,0,4,26,AuthSynth-Symbolic,4273,development
53,f2c-development-0097,0,4,26,AuthSynth-Symbolic,4242,development
11,f2c-development-0098,0,3,0,AuthSynth-Symbolic,1323,development
31,f2c-development-0099,636,3,12,AuthSynth-Symbolic,2635,development
6,f2c-development-0100,0,2,0,AuthSynth-Symbolic,925,development
53,f2c-development-0101,0,4,26,AuthSynth-Symbolic,4271,development
53,f2c-development-0102,0,4,26,AuthSynth-Symbolic,4271,development
6,f2c-development-0103,0,2,0,AuthSynth-Symbolic,925,development
53,f2c-development-0104,0,4,26,AuthSynth-Symbolic,4273,development
12,f2c-development-0105,0,4,0,AuthSynth-Symbolic,1445,development
53,f2c-development-0106,0,4,26,AuthSynth-Symbolic,4273,development
53,f2c-development-0107,0,4,26,AuthSynth-Symbolic,4242,development
11,f2c-development-0108,0,3,0,AuthSynth-Symbolic,1323,development
31,f2c-development-0109,0,3,12,AuthSynth-Symbolic,2635,development
6,f2c-development-0110,0,2,0,AuthSynth-Symbolic,925,development
53,f2c-development-0111,0,4,26,AuthSynth-Symbolic,4271,development
53,f2c-development-0112,0,4,26,AuthSynth-Symbolic,4271,development
6,f2c-development-0113,0,2,0,AuthSynth-Symbolic,925,development
53,f2c-development-0114,0,4,26,AuthSynth-Symbolic,4273,development
12,f2c-development-0115,0,4,0,AuthSynth-Symbolic,1445,development
53,f2c-development-0116,0,4,26,AuthSynth-Symbolic,4273,development
53,f2c-development-0117,0,4,26,AuthSynth-Symbolic,4242,development
11,f2c-development-0118,0,3,0,AuthSynth-Symbolic,1323,development
31,f2c-development-0119,636,3,12,AuthSynth-Symbolic,2635,development
6,f2c-development-0120,0,2,0,AuthSynth-Symbolic,925,development
47,f2c-development-0081,0,4,17,Gold Symbolic Contract,3786,development
47,f2c-development-0082,0,4,17,Gold Symbolic Contract,3786,development
47,f2c-development-0083,0,4,17,Gold Symbolic Contract,3789,development
47,f2c-development-0084,0,4,17,Gold Symbolic Contract,3788,development
75,f2c-development-0085,0,7,12,Gold Symbolic Contract,5659,development
47,f2c-development-0086,0,4,17,Gold Symbolic Contract,3788,development
50,f2c-development-0087,0,4,17,Gold Symbolic Contract,3954,development
64,f2c-development-0088,0,5,23,Gold Symbolic Contract,5019,development
31,f2c-development-0089,0,3,12,Gold Symbolic Contract,2635,development
31,f2c-development-0090,0,3,12,Gold Symbolic Contract,2635,development
47,f2c-development-0091,0,4,17,Gold Symbolic Contract,3786,development
47,f2c-development-0092,0,4,17,Gold Symbolic Contract,3786,development
47,f2c-development-0093,0,4,17,Gold Symbolic Contract,3789,development
47,f2c-development-0094,0,4,17,Gold Symbolic Contract,3788,development
75,f2c-development-0095,0,7,12,Gold Symbolic Contract,5659,development
47,f2c-development-0096,0,4,17,Gold Symbolic Contract,3788,development
50,f2c-development-0097,0,4,17,Gold Symbolic Contract,3954,development
64,f2c-development-0098,0,5,23,Gold Symbolic Contract,5019,development
31,f2c-development-0099,0,3,12,Gold Symbolic Contract,2635,development
31,f2c-development-0100,0,3,12,Gold Symbolic Contract,2635,development
47,f2c-development-0101,0,4,17,Gold Symbolic Contract,3786,development
47,f2c-development-0102,0,4,17,Gold Symbolic Contract,3786,development
47,f2c-development-0103,0,4,17,Gold Symbolic Contract,3789,development
47,f2c-development-0104,0,4,17,Gold Symbolic Contract,3788,development
75,f2c-development-0105,0,7,12,Gold Symbolic Contract,5659,development
47,f2c-development-0106,0,4,17,Gold Symbolic Contract,3788,development
50,f2c-development-0107,0,4,17,Gold Symbolic Contract,3954,development
64,f2c-development-0108,0,5,23,Gold Symbolic Contract,5019,development
31,f2c-development-0109,0,3,12,Gold Symbolic Contract,2635,development
31,f2c-development-0110,0,3,12,Gold Symbolic Contract,2635,development
47,f2c-development-0111,0,4,17,Gold Symbolic Contract,3786,development
47,f2c-development-0112,0,4,17,Gold Symbolic Contract,3786,development
47,f2c-development-0113,0,4,17,Gold Symbolic Contract,3789,development
47,f2c-development-0114,0,4,17,Gold Symbolic Contract,3788,development
75,f2c-development-0115,0,7,12,Gold Symbolic Contract,5659,development
47,f2c-development-0116,0,4,17,Gold Symbolic Contract,3788,development
50,f2c-development-0117,0,4,17,Gold Symbolic Contract,3954,development
64,f2c-development-0118,0,5,23,Gold Symbolic Contract,5019,development
31,f2c-development-0119,0,3,12,Gold Symbolic Contract,2635,development
31,f2c-development-0120,0,3,12,Gold Symbolic Contract,2635,development
