analysis_latency_mean_ms,case_count,certificate_size_mean_bytes,complete_claim_count,contract_ast_node_mean,contract_clause_mean,contract_literal_mean,contract_overapproximation_ratio,contract_size_mean_bytes,convergence_rate,discovered_omission_atom_count,drift_detection_recall,exact_patch_set_rate,exact_patch_type_set_rate,expected_omission_atom_count,expected_patch_atom_count,false_verified_complete_count,false_verified_complete_rate,field_binding_accuracy,forbidden_trace_acceptance_rate,guard_accuracy,guard_exact_match_rate,guard_precision,guard_recall,maximal_permissiveness_ratio,method,old_certificate_reuse_after_drift_count,omission_atom_discovery_recall,patch_atom_precision,patch_atom_recall,patch_type_precision,patch_type_recall,predicted_patch_atom_count,replay_query_count,replay_query_reduction,safe_utility,solver_call_count,state_update_binding_accuracy,synthesis_latency_mean_ms,true_positive_patch_atom_count,unknown_expected_precision,unknown_induced_rejection_count,unknown_rate,unlocated_patch_record_count,unseen_effect_precision,unseen_effect_recall,verification_latency_mean_ms
0.00127495,40,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.05,68,70,0,0.0,1.0,0.0,0.6392045454545454,0.0,1.0,0.0,0.0,DenyAll,0,0.0,1.0,0.0,1.0,0.0,0,0,1.0,0.0,0,0.771875,0.0,0,0.05,44096,1.0,0,1.0,0.0,0.0
0.0016034,40,0.0,0,33.8,3.1,12.3,0.16565656565656567,2821.3,0.0,0,0.0,0.05,0.05,68,70,0,0.0,0.9823399558498896,0.2029520295202952,0.8410326086956522,0.3,0.9151515151515152,0.594488188976378,0.9738751814223512,Declared-Contract Monitor,0,0.0,1.0,0.0,1.0,0.0,0,0,1.0,0.9738751814223512,0,0.978125,0.0,0,0.05,1152,1.0,0,0.8343434343434344,0.541994750656168,0.0
22.8316949,40,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.05,68,70,0,0.0,1.0,0.0,0.6388588263588264,0.0,1.0,0.0,0.015987844702467342,Random Replay Table,0,0.0,1.0,0.0,1.0,0.0,0,960,0.984375,0.015987844702467342,0,0.7716352513227513,0.0,0,1.0,0,0.0,0,1.0,0.0,0.0
52.744672825,40,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.05,68,70,0,0.0,1.0,0.0,0.6390042724899122,0.0,1.0,0.0,0.00272133526850508,Coverage-Guided Replay Table,0,0.0,1.0,0.0,1.0,0.0,0,160,0.9973958333333334,0.00272133526850508,0,0.7717362924281984,0.0,0,1.0,0,0.0,0,1.0,0.0,0.0
75.882956625,40,0.0,0,17.3,3.2,2.1,0.8402407176109913,1817.9,0.0,0,0.0,0.05,0.05,68,70,0,0.0,0.8682941351592736,0.7130996309963099,0.577023498694517,0.0,0.38140115816963777,0.27607462809238104,0.877721335268505,Passive Symbolic Learner,0,0.0,1.0,0.0,1.0,0.0,0,160,0.9973958333333334,0.877721335268505,0,0.7407310704960836,0.0,0,0.05,5392,1.0,0,0.15975928238900874,0.11564066737897592,0.0
4215.742702375,40,31.8,2,34.6,3.4,17.2,0.7683218268720128,3024.3,0.05,44,1.0,0.1,0.1,68,70,0,0.0,0.8371976647206005,0.0,0.7624116647285089,0.1,0.6367498672331386,0.7935142289874255,0.05224963715529753,CEGIS-No-Minimization,0,0.6470588235294118,0.24731182795698925,0.6571428571428571,0.3684210526315789,0.9130434782608695,186,504,0.991796875,0.05224963715529753,548,0.7628987790468689,4074.03781725,46,0.05263157894736842,41792,0.95,0,0.23167817312798725,0.2887160820648577,131.95843185
4394.003464375,40,31.8,2,33.1,3.4,14.2,0.764668039114771,2858.3,0.05,44,1.0,0.1,0.1,68,70,0,0.0,0.8396257119609438,0.0,0.7624116647285089,0.1,0.6325270200720535,0.813368630046327,0.05224963715529753,AuthSynth-Symbolic,0,0.6470588235294118,0.24731182795698925,0.6571428571428571,0.3684210526315789,0.9130434782608695,186,504,0.991796875,0.05224963715529753,548,0.7628987790468689,4255.5805866,46,0.05263157894736842,41792,0.95,0,0.23533196088522904,0.30261416280608866,128.91517735
0.00410545,40,0.0,40,48.6,4.2,16.1,0.0,3883.9,1.0,0,0.0,0.05,0.05,68,70,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Gold Symbolic Contract,0,0.0,1.0,0.0,1.0,0.0,0,0,1.0,1.0,0,1.0,0.0,0,1.0,0,0.0,0,1.0,1.0,0.0
