case_id,domain_assignment_count,method,replay_query_count,replay_query_reduction,solver_call_count,split
f2c-calibration-0080,768,Declared-Contract Monitor,0,1.0,0,calibration
f2c-calibration-0041,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0042,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0043,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0044,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0045,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0046,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0047,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0048,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0049,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0050,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0051,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0052,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0053,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0054,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0055,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0056,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0057,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0058,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0059,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0060,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0061,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0062,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0063,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0064,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0065,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0066,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0067,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0068,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0069,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0070,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0071,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0072,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0073,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0074,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0075,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0076,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0077,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0078,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0079,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0080,768,Random Replay Table,24,0.96875,0,calibration
f2c-calibration-0041,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0042,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0043,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0044,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0045,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0046,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0047,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0048,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0049,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0050,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0051,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0052,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0053,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0054,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0055,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0056,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0057,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0058,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0059,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0060,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0061,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0062,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0063,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0064,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0065,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0066,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0067,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0068,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0069,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0070,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0071,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0072,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0073,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0074,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0075,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0076,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0077,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0078,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0079,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0080,768,Coverage-Guided Replay Table,4,0.9947916666666666,0,calibration
f2c-calibration-0041,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0042,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0043,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0044,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0045,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0046,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0047,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0048,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0049,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0050,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0051,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0052,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0053,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0054,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0055,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0056,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0057,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0058,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0059,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0060,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0061,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0062,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0063,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0064,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0065,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0066,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0067,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0068,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0069,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0070,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0071,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0072,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0073,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0074,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0075,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0076,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0077,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0078,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0079,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0080,768,Passive Symbolic Learner,4,0.9947916666666666,0,calibration
f2c-calibration-0041,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0042,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0043,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0044,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0045,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0046,768,CEGIS-No-Minimization,24,0.96875,26,calibration
f2c-calibration-0047,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0048,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0049,768,CEGIS-No-Minimization,0,1.0,1,calibration
f2c-calibration-0050,768,CEGIS-No-Minimization,23,0.9700520833333334,24,calibration
f2c-calibration-0051,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0052,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0053,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0054,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0055,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0056,768,CEGIS-No-Minimization,24,0.96875,26,calibration
f2c-calibration-0057,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0058,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0059,768,CEGIS-No-Minimization,0,1.0,1,calibration
f2c-calibration-0060,768,CEGIS-No-Minimization,23,0.9700520833333334,24,calibration
f2c-calibration-0061,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0062,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0063,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0064,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0065,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0066,768,CEGIS-No-Minimization,24,0.96875,26,calibration
f2c-calibration-0067,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0068,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0069,768,CEGIS-No-Minimization,0,1.0,1,calibration
f2c-calibration-0070,768,CEGIS-No-Minimization,23,0.9700520833333334,24,calibration
f2c-calibration-0071,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0072,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0073,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0074,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0075,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0076,768,CEGIS-No-Minimization,24,0.96875,26,calibration
f2c-calibration-0077,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0078,768,CEGIS-No-Minimization,24,0.96875,25,calibration
f2c-calibration-0079,768,CEGIS-No-Minimization,0,1.0,1,calibration
f2c-calibration-0080,768,CEGIS-No-Minimization,23,0.9700520833333334,24,calibration
f2c-calibration-0041,768,AuthSynth-Symbolic,19,0.9752604166666666,20,calibration
f2c-calibration-0042,768,AuthSynth-Symbolic,19,0.9752604166666666,20,calibration
f2c-calibration-0043,768,AuthSynth-Symbolic,18,0.9765625,19,calibration
f2c-calibration-0044,768,AuthSynth-Symbolic,19,0.9752604166666666,20,calibration
f2c-calibration-0045,768,AuthSynth-Symbolic,19,0.9752604166666666,20,calibration
f2c-calibration-0046,768,AuthSynth-Symbolic,19,0.9752604166666666,21,calibration
f2c-calibration-0047,768,AuthSynth-Symbolic,21,0.97265625,22,calibration
f2c-calibration-0048,768,AuthSynth-Symbolic,17,0.9778645833333334,18,calibration
f2c-calibration-0049,768,AuthSynth-Symbolic,0,1.0,1,calibration
f2c-calibration-0050,768,AuthSynth-Symbolic,16,0.9791666666666666,17,calibration
f2c-calibration-0051,768,AuthSynth-Symbolic,19,0.9752604166666666,20,calibration
f2c-calibration-0052,768,AuthSynth-Symbolic,19,0.9752604166666666,20,calibration
f2c-calibration-0053,768,AuthSynth-Symbolic,18,0.9765625,19,calibration
f2c-calibration-0054,768,AuthSynth-Symbolic,19,0.9752604166666666,20,calibration
f2c-calibration-0055,768,AuthSynth-Symbolic,19,0.9752604166666666,20,calibration
f2c-calibration-0056,768,AuthSynth-Symbolic,19,0.9752604166666666,21,calibration
f2c-calibration-0057,768,AuthSynth-Symbolic,21,0.97265625,22,calibration
f2c-calibration-0058,768,AuthSynth-Symbolic,17,0.9778645833333334,18,calibration
f2c-calibration-0059,768,AuthSynth-Symbolic,0,1.0,1,calibration
f2c-calibration-0060,768,AuthSynth-Symbolic,16,0.9791666666666666,17,calibration
f2c-calibration-0061,768,AuthSynth-Symbolic,19,0.9752604166666666,20,calibration
f2c-calibration-0062,768,AuthSynth-Symbolic,19,0.9752604166666666,20,calibration
f2c-calibration-0063,768,AuthSynth-Symbolic,18,0.9765625,19,calibration
f2c-calibration-0064,768,AuthSynth-Symbolic,19,0.9752604166666666,20,calibration
f2c-calibration-0065,768,AuthSynth-Symbolic,19,0.9752604166666666,20,calibration
f2c-calibration-0066,768,AuthSynth-Symbolic,19,0.9752604166666666,21,calibration
f2c-calibration-0067,768,AuthSynth-Symbolic,21,0.97265625,22,calibration
f2c-calibration-0068,768,AuthSynth-Symbolic,17,0.9778645833333334,18,calibration
f2c-calibration-0069,768,AuthSynth-Symbolic,0,1.0,1,calibration
f2c-calibration-0070,768,AuthSynth-Symbolic,16,0.9791666666666666,17,calibration
f2c-calibration-0071,768,AuthSynth-Symbolic,19,0.9752604166666666,20,calibration
f2c-calibration-0072,768,AuthSynth-Symbolic,19,0.9752604166666666,20,calibration
f2c-calibration-0073,768,AuthSynth-Symbolic,18,0.9765625,19,calibration
f2c-calibration-0074,768,AuthSynth-Symbolic,19,0.9752604166666666,20,calibration
f2c-calibration-0075,768,AuthSynth-Symbolic,19,0.9752604166666666,20,calibration
f2c-calibration-0076,768,AuthSynth-Symbolic,19,0.9752604166666666,21,calibration
f2c-calibration-0077,768,AuthSynth-Symbolic,21,0.97265625,22,calibration
f2c-calibration-0078,768,AuthSynth-Symbolic,17,0.9778645833333334,18,calibration
f2c-calibration-0079,768,AuthSynth-Symbolic,0,1.0,1,calibration
f2c-calibration-0080,768,AuthSynth-Symbolic,16,0.9791666666666666,17,calibration
f2c-calibration-0041,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0042,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0043,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0044,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0045,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0046,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0047,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0048,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0049,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0050,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0051,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0052,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0053,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0054,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0055,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0056,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0057,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0058,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0059,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0060,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0061,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0062,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0063,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0064,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0065,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0066,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0067,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0068,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0069,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0070,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0071,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0072,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0073,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0074,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0075,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0076,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0077,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0078,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0079,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-calibration-0080,768,Gold Symbolic Contract,0,1.0,0,calibration
f2c-development-0081,1536,DenyAll,0,1.0,0,development
f2c-development-0082,1536,DenyAll,0,1.0,0,development
f2c-development-0083,1536,DenyAll,0,1.0,0,development
f2c-development-0084,1536,DenyAll,0,1.0,0,development
f2c-development-0085,1536,DenyAll,0,1.0,0,development
f2c-development-0086,1536,DenyAll,0,1.0,0,development
f2c-development-0087,1536,DenyAll,0,1.0,0,development
f2c-development-0088,1536,DenyAll,0,1.0,0,development
f2c-development-0089,1536,DenyAll,0,1.0,0,development
f2c-development-0090,1536,DenyAll,0,1.0,0,development
f2c-development-0091,1536,DenyAll,0,1.0,0,development
f2c-development-0092,1536,DenyAll,0,1.0,0,development
f2c-development-0093,1536,DenyAll,0,1.0,0,development
f2c-development-0094,1536,DenyAll,0,1.0,0,development
f2c-development-0095,1536,DenyAll,0,1.0,0,development
f2c-development-0096,1536,DenyAll,0,1.0,0,development
f2c-development-0097,1536,DenyAll,0,1.0,0,development
f2c-development-0098,1536,DenyAll,0,1.0,0,development
f2c-development-0099,1536,DenyAll,0,1.0,0,development
f2c-development-0100,1536,DenyAll,0,1.0,0,development
f2c-development-0101,1536,DenyAll,0,1.0,0,development
f2c-development-0102,1536,DenyAll,0,1.0,0,development
f2c-development-0103,1536,DenyAll,0,1.0,0,development
f2c-development-0104,1536,DenyAll,0,1.0,0,development
f2c-development-0105,1536,DenyAll,0,1.0,0,development
f2c-development-0106,1536,DenyAll,0,1.0,0,development
f2c-development-0107,1536,DenyAll,0,1.0,0,development
f2c-development-0108,1536,DenyAll,0,1.0,0,development
f2c-development-0109,1536,DenyAll,0,1.0,0,development
f2c-development-0110,1536,DenyAll,0,1.0,0,development
f2c-development-0111,1536,DenyAll,0,1.0,0,development
f2c-development-0112,1536,DenyAll,0,1.0,0,development
f2c-development-0113,1536,DenyAll,0,1.0,0,development
f2c-development-0114,1536,DenyAll,0,1.0,0,development
f2c-development-0115,1536,DenyAll,0,1.0,0,development
f2c-development-0116,1536,DenyAll,0,1.0,0,development
f2c-development-0117,1536,DenyAll,0,1.0,0,development
f2c-development-0118,1536,DenyAll,0,1.0,0,development
f2c-development-0119,1536,DenyAll,0,1.0,0,development
f2c-development-0120,1536,DenyAll,0,1.0,0,development
f2c-development-0081,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0082,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0083,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0084,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0085,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0086,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0087,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0088,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0089,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0090,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0091,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0092,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0093,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0094,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0095,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0096,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0097,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0098,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0099,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0100,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0101,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0102,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0103,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0104,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0105,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0106,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0107,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0108,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0109,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0110,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0111,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0112,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0113,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0114,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0115,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0116,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0117,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0118,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0119,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0120,1536,Declared-Contract Monitor,0,1.0,0,development
f2c-development-0081,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0082,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0083,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0084,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0085,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0086,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0087,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0088,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0089,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0090,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0091,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0092,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0093,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0094,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0095,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0096,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0097,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0098,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0099,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0100,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0101,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0102,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0103,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0104,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0105,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0106,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0107,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0108,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0109,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0110,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0111,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0112,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0113,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0114,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0115,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0116,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0117,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0118,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0119,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0120,1536,Random Replay Table,24,0.984375,0,development
f2c-development-0081,1536,Coverage-Guided Replay Table,4,0.9973958333333334,0,development
f2c-development-0082,1536,Coverage-Guided Replay Table,4,0.9973958333333334,0,development
f2c-development-0083,1536,Coverage-Guided Replay Table,4,0.9973958333333334,0,development
f2c-development-0084,1536,Coverage-Guided Replay Table,4,0.9973958333333334,0,development
f2c-development-0085,1536,Coverage-Guided Replay Table,4,0.9973958333333334,0,development
f2c-development-0086,1536,Coverage-Guided Replay Table,4,0.9973958333333334,0,development
f2c-development-0087,1536,Coverage-Guided Replay Table,4,0.9973958333333334,0,development
f2c-development-0088,1536,Coverage-Guided Replay Table,4,0.9973958333333334,0,development
f2c-development-0089,1536,Coverage-Guided Replay Table,4,0.9973958333333334,0,development
f2c-development-0090,1536,Coverage-Guided Replay Table,4,0.9973958333333334,0,development
f2c-development-0091,1536,Coverage-Guided Replay Table,4,0.9973958333333334,0,development
f2c-development-0092,1536,Coverage-Guided Replay Table,4,0.9973958333333334,0,development
f2c-development-0093,1536,Coverage-Guided Replay Table,4,0.9973958333333334,0,development
f2c-development-0094,1536,Coverage-Guided Replay Table,4,0.9973958333333334,0,development
f2c-development-0095,1536,Coverage-Guided Replay Table,4,0.9973958333333334,0,development
f2c-development-0096,1536,Coverage-Guided Replay Table,4,0.9973958333333334,0,development
