cycle,private_ce,paraphrase_kl,contrastive_loss,public_kl,public_residual_loss,private_gradient_norm,private_public_gradient_cosine,learning_rate,elapsed_seconds
1,12.514530181884766,0.8550734519958496,0.0,0.00011734370491467416,4.774087756231893e-07,0.00238037109375,-0.4108910858631134,2.666666666666667e-05,0.26159830018877983
25,11.337770462036133,1.139691710472107,0.0,0.0004402873164508492,0.0011561599094420671,0.94140625,-0.8038954138755798,0.0006666666666666666,3.994700400158763
50,10.83100700378418,0.9541433453559875,0.0,0.006895371712744236,0.2811894118785858,7.9375,-0.974286675453186,0.0013333333333333333,7.617263399995863
75,8.096920013427734,0.3894959092140198,0.0,0.007667980622500181,0.45427972078323364,3.703125,-0.46956074237823486,0.002,11.786733199842274
100,7.654616832733154,0.34404581785202026,0.0,0.008243901655077934,0.5525723695755005,2.53125,-0.8492330312728882,0.001966315789473684,15.596076400019228
125,6.980165004730225,0.4300081729888916,0.0,0.004714938811957836,0.30168724060058594,1.625,-0.5674819350242615,0.0019312280701754385,19.167420300189406
150,6.159441947937012,0.13723218441009521,0.0,0.006999169941991568,0.5217018127441406,2.359375,0.014674202539026737,0.0018961403508771931,23.140403400175273
175,5.935519218444824,0.06732635945081711,0.0,0.004572628065943718,0.42500150203704834,0.84765625,-0.45167145133018494,0.0018610526315789473,27.036894099786878
200,5.953521728515625,0.07549282908439636,0.0,0.009975997731089592,1.2066198587417603,0.46875,-0.3580929934978485,0.0018259649122807017,30.976095099933445
225,5.024008750915527,0.09148761630058289,0.0,0.00276733934879303,0.1984875500202179,0.73046875,0.49495598673820496,0.0017908771929824562,34.77670340007171
250,5.141101837158203,0.07253606617450714,0.0,0.003853241913020611,0.22209034860134125,2.078125,-0.8487206101417542,0.0017557894736842106,38.55612009996548
275,5.465665340423584,0.15021035075187683,0.0,0.0014816897455602884,0.12067123502492905,0.9296875,-0.3028298616409302,0.001720701754385965,42.61371830012649
300,5.803450584411621,0.1321427822113037,0.0,0.0019427802180871367,0.16798457503318787,1.140625,-0.8417071104049683,0.0016856140350877194,46.23498280020431
325,4.9329023361206055,0.33401212096214294,0.0,0.0033234970178455114,0.264640212059021,1.5234375,-0.8571856021881104,0.0016505263157894736,50.04322829982266
350,4.834130764007568,0.2649632692337036,0.0,0.0024963251780718565,0.1345273107290268,2.6875,-0.7741937637329102,0.0016154385964912282,53.94263819977641
375,4.860692024230957,0.5162639617919922,0.0,0.002512422390282154,0.1681392788887024,1.5234375,-0.8740540146827698,0.0015803508771929824,57.80725339986384
400,4.915398120880127,0.5178693532943726,0.0,0.0025704214349389076,0.21034307777881622,2.640625,-0.8471167683601379,0.0015452631578947368,61.87292979983613
425,4.772610664367676,0.25820550322532654,0.0,0.0019282074645161629,0.15231141448020935,1.9296875,-0.9223617911338806,0.0015101754385964913,65.61782989976928
450,4.493557929992676,0.3003753423690796,0.0,0.0024358569644391537,0.22998648881912231,2.84375,-0.7539697289466858,0.0014750877192982457,69.37845099996775
475,4.355438232421875,0.31031960248947144,0.0,0.0026992373168468475,0.35529980063438416,1.2890625,-0.6478350758552551,0.0014399999999999999,73.54861810011789
500,3.7296504974365234,0.3932749032974243,0.0,0.0023597253020852804,0.18646278977394104,1.578125,-0.7101338505744934,0.0014049122807017545,77.30286529986188
525,4.556590557098389,0.32702815532684326,0.0,0.0022678920067846775,0.24606433510780334,3.09375,-0.9258782863616943,0.0013698245614035087,81.20486949989572
550,3.584906578063965,0.27869507670402527,0.0,0.0029070095624774694,0.2177892029285431,2.09375,0.024752018973231316,0.0013347368421052633,85.13015769980848
575,4.277627468109131,0.25408756732940674,0.0,0.003477178979665041,0.2746783196926117,2.0625,0.050940580666065216,0.0012996491228070175,89.07508030021563
600,4.275844573974609,0.2752270996570587,0.0,0.0022002565674483776,0.18337872624397278,1.125,-0.477073609828949,0.001264561403508772,93.24808390019462
625,3.658980369567871,0.6854329109191895,0.0,0.0023962443228811026,0.16634505987167358,3.109375,-0.15410161018371582,0.0012294736842105264,97.01195940002799
650,4.114485740661621,0.16626082360744476,0.0,0.0030738867353647947,0.18438558280467987,3.46875,-0.8384166359901428,0.0011943859649122808,101.10410070000216
675,3.482738971710205,0.3557857871055603,0.0,0.002484082942828536,0.19540750980377197,3.0,-0.9121759533882141,0.001159298245614035,104.88263610005379
700,2.9407761096954346,0.386352002620697,0.0,0.0025147851556539536,0.1594182401895523,1.2265625,-0.7932175397872925,0.0011242105263157896,108.21255180006847
725,4.058511257171631,0.2764977216720581,0.0,0.0024890066124498844,0.22205379605293274,2.546875,-0.9309321045875549,0.0010891228070175438,111.7459570998326
750,4.918476104736328,0.22375386953353882,0.0,0.003411227371543646,0.30287429690361023,2.84375,-0.5927187204360962,0.0010540350877192984,115.17432759981602
775,3.5287294387817383,0.4363881051540375,0.0,0.002265552058815956,0.15860703587532043,1.4609375,-0.5180125832557678,0.0010189473684210526,118.63523849984631
800,4.443116664886475,0.2729035019874573,0.0,0.0021026823669672012,0.2177840918302536,3.015625,-0.7859074473381042,0.000983859649122807,122.22238539997488
825,3.119729995727539,0.45041951537132263,0.0,0.002776418812572956,0.26368165016174316,2.984375,-0.6777371764183044,0.0009487719298245614,125.66012000013143
850,3.469928503036499,0.5149402022361755,0.0,0.0030367886647582054,0.2205076515674591,2.8125,-0.8831759691238403,0.0009136842105263158,129.1440192000009
875,3.810239315032959,0.1924261748790741,0.0,0.002720223506912589,0.2294616848230362,1.7265625,-0.8470056653022766,0.0008785964912280702,132.80251070018858
900,4.910712718963623,0.5505232214927673,0.0,0.0025308351032435894,0.20234465599060059,4.46875,-0.850857138633728,0.0008435087719298245,136.0595713001676
925,4.594922065734863,0.2594413757324219,0.0,0.0028385785408318043,0.18781247735023499,2.765625,-0.9154160618782043,0.0008084210526315789,139.8252238999121
950,3.3328309059143066,0.31037747859954834,0.0,0.00221748324111104,0.21182361245155334,2.203125,-0.3243710994720459,0.0007733333333333333,143.74027559999377
975,4.7215495109558105,0.4280380606651306,0.0,0.002603597939014435,0.17182713747024536,4.25,-0.1726105809211731,0.0007382456140350878,147.70261429995298
1000,3.498244524002075,0.5143156051635742,0.0,0.004253321327269077,0.20253914594650269,1.7578125,-0.17650838196277618,0.0007031578947368421,152.03117469977587
1025,4.465775489807129,0.3891260623931885,0.0,0.001806753920391202,0.14477190375328064,2.21875,-0.4256068468093872,0.0006680701754385965,156.09375419979915
1050,3.2226145267486572,0.3380851745605469,0.0,0.002507328288629651,0.22082163393497467,2.203125,-0.6535668969154358,0.0006329824561403509,160.05329569987953
1075,4.1339545249938965,0.552419126033783,0.0,0.0037409982178360224,0.29790911078453064,1.7421875,0.3437933921813965,0.0005978947368421053,163.90660789981484
1100,4.762529373168945,0.3566557466983795,0.0,0.0021889284253120422,0.19692209362983704,2.234375,-0.8708438277244568,0.0005628070175438596,167.5830103000626
1125,2.760127305984497,0.5037245750427246,0.0,0.003004938829690218,0.28815197944641113,2.046875,-0.6415754556655884,0.000527719298245614,171.6106108999811
1150,4.536341190338135,0.4225199520587921,0.0,0.001799768186174333,0.18577969074249268,4.0,-0.8839264512062073,0.0004926315789473684,175.3797408998944
1175,2.8197927474975586,0.6882988214492798,0.0,0.001861691940575838,0.16922661662101746,1.2421875,-0.3510265052318573,0.0004575438596491228,179.27259110007435
1200,4.9140849113464355,0.434500128030777,0.0,0.0023154830560088158,0.18912431597709656,2.75,-0.46203845739364624,0.0004224561403508772,183.29952189978212
1225,2.999690532684326,0.4606249928474426,0.0,0.0025085238739848137,0.3109244108200073,1.6328125,-0.5761657953262329,0.0003873684210526316,186.96974830003455
1250,3.9097814559936523,0.38926947116851807,0.0,0.0018408842151984572,0.21276706457138062,2.890625,-0.6793878078460693,0.000352280701754386,190.80512390006334
1275,4.351367950439453,0.292497456073761,0.0,0.0022129821591079235,0.17051208019256592,2.609375,-0.7454047203063965,0.00031719298245614036,194.6300165001303
1300,3.0594496726989746,0.5615710020065308,0.0,0.0028631240129470825,0.18733525276184082,1.3203125,-0.16586512327194214,0.0002821052631578948,198.47766999993473
1325,3.0249860286712646,0.8980329036712646,0.0,0.0026778550818562508,0.20807641744613647,2.28125,-0.8007908463478088,0.00024701754385964914,202.18835880002007
1350,4.264901161193848,0.726213812828064,0.0,0.002517666667699814,0.17715077102184296,2.375,-0.861873984336853,0.0002119298245614035,205.56259889993817
1375,3.074342727661133,0.4027256369590759,0.0,0.002181743271648884,0.17463770508766174,2.21875,-0.6935998797416687,0.0001768421052631579,208.96956870006397
1400,2.8928561210632324,1.0067989826202393,0.0,0.0040181404910981655,0.3087150752544403,3.703125,-0.9666116833686829,0.00014175438596491228,212.54108900018036
1425,4.4314985275268555,0.21822038292884827,0.0,0.0028228817973285913,0.18783265352249146,4.15625,-0.47432398796081543,0.00010666666666666668,215.9000872001052
1450,3.539886951446533,0.39908653497695923,0.0,0.004377751611173153,0.30497297644615173,2.203125,-0.7746057510375977,7.157894736842105e-05,219.2510334001854
1475,3.3147597312927246,0.40241241455078125,0.0,0.0021253377199172974,0.22962653636932373,2.359375,-0.44273555278778076,3.649122807017544e-05,222.86189540009946
1500,3.711656093597412,0.3546372056007385,0.0,0.004696943331509829,0.2104160189628601,1.375,-0.7499057054519653,1.4035087719298244e-06,226.14742780011147
