step,learning_rate,loss,fact_loss,relation_loss,entity_loss,template_loss,template_adversary_weight,gradient_norm,validation_row_1nn,validation_centroid_top1,validation_mrr,validation_fact_template_margin,validation_fact_silhouette,validation_relation_probe,validation_entity_probe,validation_template_probe,validation_partial_gate_count
900,0.0003783261365725592,0.7006807327270508,0.6949209570884705,0.028799019753932953,2.7676708698272705,1.7642230987548828,0.0,0.04598897695541382,0.7708333333333334,0.7708333333333334,0.8325408826164874,0.6144056171178818,0.7481504082679749,0.8333333134651184,0.90625,0.8194444179534912,6
950,0.0003257139763390925,0.7003817558288574,0.6952342987060547,0.025737173855304718,2.7658920288085938,1.8093990087509155,0.0,0.06633006036281586,0.7708333333333334,0.7708333333333334,0.8313611795292829,0.6176738739013672,0.7494282722473145,0.8333333134651184,0.9375,0.7777777910232544,6
1000,0.000275217412338765,0.7010947465896606,0.6958197355270386,0.02637503109872341,2.8059260845184326,1.7846580743789673,0.0,0.07261642068624496,0.7708333333333334,0.7708333333333334,0.8250031001984127,0.6053023040294647,0.7439451217651367,0.8333333134651184,0.90625,0.7777777910232544,6
1050,0.00022744940445408203,0.7002333998680115,0.6951847076416016,0.02524343691766262,2.7711341381073,1.7978163957595825,0.0,0.05424743518233299,0.78125,0.7604166666666666,0.8212001901455026,0.5918771177530289,0.7455633282661438,0.8333333134651184,0.9166666865348816,0.8055555820465088,6
1100,0.0001829897915925055,0.7011773586273193,0.6961770057678223,0.025001749396324158,2.8143444061279297,1.8100157976150513,0.0,0.07824581116437912,0.7604166666666666,0.7604166666666666,0.8214440724206349,0.5895076394081116,0.7462172508239746,0.8333333134651184,0.9166666865348816,0.7638888955116272,6
1150,0.00014237825322758736,0.7023267149925232,0.697443425655365,0.024416478350758553,2.816984176635742,1.799155831336975,0.0,0.12985335290431976,0.7708333333333334,0.7708333333333334,0.8283930262445888,0.6039116084575653,0.7466826438903809,0.8333333134651184,0.90625,0.7777777910232544,6
1200,0.00010610775842122971,0.699833333492279,0.6950539350509644,0.02389698661863804,2.774357557296753,1.7857121229171753,0.0,0.056834086775779724,0.7708333333333334,0.78125,0.8314912518037518,0.5867382287979126,0.7481400370597839,0.8333333134651184,0.9270833134651184,0.7777777910232544,6
1250,7.461858184706777e-05,0.6993674039840698,0.6946653723716736,0.023510033264756203,2.799105405807495,1.7994378805160522,0.0,0.048556871712207794,0.7708333333333334,0.7708333333333334,0.8250676406926406,0.5871588438749313,0.748838484287262,0.8333333134651184,0.9166666865348816,0.7638888955116272,6
1300,4.829295945234258e-05,0.7002553343772888,0.6958324313163757,0.022114552557468414,2.8214473724365234,1.7896523475646973,0.0,0.07865522801876068,0.7708333333333334,0.7708333333333334,0.8271351911976912,0.5891276299953461,0.7495856881141663,0.8333333134651184,0.9270833134651184,0.7638888955116272,6
1350,2.7450448631293034e-05,0.7022187113761902,0.6975563764572144,0.023311758413910866,2.7970707416534424,1.7897621393203735,0.0,0.1309536248445511,0.7708333333333334,0.7708333333333334,0.8269405363155363,0.587998628616333,0.7487868666648865,0.8333333134651184,0.9270833134651184,0.7638888955116272,6
1400,1.2344049231273301e-05,0.6997923254966736,0.6953963041305542,0.02198006771504879,2.7609150409698486,1.8041592836380005,0.0,0.06298907846212387,0.7708333333333334,0.7708333333333334,0.8273160148916198,0.5978877246379852,0.7481674551963806,0.8333333134651184,0.9270833134651184,0.7638888955116272,6
1450,3.1571324773286282e-06,0.7002835273742676,0.6956812739372253,0.02301122061908245,2.7576816082000732,1.7819372415542603,0.0,0.07085505872964859,0.7708333333333334,0.7708333333333334,0.8272002741508789,0.597886860370636,0.7485039830207825,0.8333333134651184,0.9270833134651184,0.7638888955116272,6
1500,1.2150939247002058e-09,0.7011923789978027,0.6968164443969727,0.02187960036098957,2.834775924682617,1.7863844633102417,0.0,0.10201634466648102,0.7708333333333334,0.7708333333333334,0.8272002741508789,0.5976112633943558,0.7485508918762207,0.8333333134651184,0.9270833134651184,0.7638888955116272,6
