variant,view,validation_gate_count,public_family_macro_accuracy,private_validation_relation_accuracy,projected_lofo_relation_margin,raw_lofo_relation_margin_diagnostic,projected_family_leakage,validation_fact_centroid_top1,known_detection_auroc
S2,phrase_only,4,0.9444444444444444,1.0,0.13066751137375832,0.30783188881145584,0.4444444444444445,0.9375,0.8599537037037037
S2,entity_masked,4,0.9166666666666666,1.0,0.13903318857774138,0.14267159920806685,0.2638888888888889,0.9375,0.8246527777777778
S2,entity_masked_strip_suffix,4,0.925925925925926,1.0,0.14266450364246136,0.1397448082247542,0.2777777777777778,0.9375,0.8413065843621399
S3,phrase_only,4,1.0,1.0,0.1271553503142463,0.041025648514429726,0.3611111111111111,0.9375,0.9212962962962963
S3,entity_masked,4,0.875,1.0,0.1409773578763836,0.022571317463492353,0.3194444444444445,0.9375,0.8753536522633745
S3,entity_masked_strip_suffix,4,0.8796296296296295,1.0,0.13670675528960097,0.022577332850131724,0.3194444444444445,0.9375,0.8632973251028807
S4,phrase_only,4,1.0,1.0,0.14437430538237095,0.11414322091473474,0.3888888888888889,0.9375,0.9259259259259259
S4,entity_masked,5,0.9907407407407407,1.0,0.16950956866559055,0.05783097575315171,0.27777777777777773,0.9375,0.9056069958847737
S4,entity_masked_strip_suffix,5,0.9953703703703705,1.0,0.17215504515398708,0.059349433441335954,0.2638888888888889,0.9375,0.8993055555555556
