variant,grade,best_step,validation_row_1nn,test_row_1nn,test_centroid_top1,test_mrr,test_fact_silhouette,test_fact_template_margin,test_same_fact_cosine,test_same_template_cosine,test_entity_probe,test_relation_probe,test_answer_probe,aux_relation_accuracy,aux_entity_accuracy,template_probe,partial_passed,strong_passed
Q0,failed,0,0.09375,0.078125,0.046875,0.1477530029369693,-0.12114647775888443,-0.34076160192489624,0.6154549717903137,0.95621657371521,0.1979166716337204,0.75,0.0520833320915699,,,1.0,False,False
Q1,failed,1250,0.8125,0.609375,0.6041666666666666,0.7443290030693887,0.5257733464241028,0.5453573018312454,0.7727389335632324,0.227381631731987,0.9322916865348816,0.6822916865348816,0.6354166865348816,0.2395833283662796,0.078125,0.6111111044883728,False,False
Q2,failed,50,0.8541666666666666,0.6145833333333334,0.609375,0.7499748634769015,0.21788883209228516,0.39411038160324097,0.8629373908042908,0.4688270092010498,0.7760416865348816,0.5989583134651184,0.4427083432674408,0.5833333134651184,0.0364583320915699,1.0,False,False
Q3,failed,700,0.7916666666666666,0.59375,0.6041666666666666,0.7558246150446025,0.5454596281051636,0.5173557847738266,0.764705240726471,0.24734945595264435,0.9583333134651184,0.6302083134651184,0.6302083134651184,0.6145833134651184,0.9427083134651184,0.5,False,False
Q4,failed,50,0.84375,0.6145833333333334,0.6145833333333334,0.7540941816587198,0.21861600875854492,0.39505985379219055,0.8647255897521973,0.4696657359600067,0.78125,0.5989583134651184,0.4479166567325592,0.5833333134651184,0.1197916641831398,1.0,False,False
